id,time,temperature,humidity,air_flow,mrt,pmv,thermal_comfort,pmv_aktual
1412,2025-05-21 16:15:52.343656,30.1,86.5,0.3,29.78,1.4121,Slightly Warm,1.48
1413,2025-05-21 16:16:23.226131,30.1,86.3,0.36,29.68,1.3126,Slightly Warm,1.36
1414,2025-05-21 16:16:52.52756,30.1,86.4,0.42,29.58,1.1458,Slightly Warm,1.28
1415,2025-05-21 16:17:22.831583,30.1,86.4,0.47,29.56,1.1221,Slightly Warm,1.21
1416,2025-05-21 16:17:52.555598,30.1,86.4,0.53,29.45,1.011,Slightly Warm,1.14
1417,2025-05-21 16:18:23.074937,30.1,86.3,0.58,29.44,0.9914,Normal,1.1
1418,2025-05-21 16:18:56.288318,30.1,86.5,0.55,29.35,0.9522,Normal,1.12
1419,2025-05-21 16:19:22.906577,30.1,86.6,0.55,29.25,0.9522,Normal,1.11
1420,2025-05-21 16:19:52.958793,30.1,86.8,0.54,29.25,0.9528,Normal,1.12
1421,2025-05-21 16:20:23.354738,30.1,86.8,0.54,29.25,0.9528,Normal,1.12
1422,2025-05-21 16:20:53.188512,30.1,86.7,0.54,29.25,0.9528,Normal,1.12
1423,2025-05-21 16:21:23.268654,30.1,86.8,0.53,29.16,0.9774,Normal,1.12
1424,2025-05-21 16:21:53.576494,30.1,87.0,0.52,29.16,0.9873,Normal,1.13
1425,2025-05-21 16:22:23.680164,30.1,87.0,0.52,29.16,0.9873,Normal,1.13
1426,2025-05-21 16:22:54.601037,30.1,87.0,0.52,29.06,0.9013,Normal,1.12
1427,2025-05-21 16:23:23.912506,30.1,86.7,0.52,29.06,0.9013,Normal,1.12
1428,2025-05-21 16:23:54.004812,30.1,86.7,0.52,29.06,0.9013,Normal,1.12
1429,2025-05-21 16:24:23.904776,30.1,86.6,0.52,29.06,0.9013,Normal,1.11
1430,2025-05-21 16:24:53.830687,30.0,86.8,0.52,29.02,0.902,Normal,1.09
1431,2025-05-21 16:25:24.342791,30.0,86.9,0.52,29.02,0.902,Normal,1.09
1432,2025-05-21 16:25:54.015007,30.0,86.8,0.52,29.02,0.902,Normal,1.09
1433,2025-05-21 16:26:24.53821,30.0,86.7,0.53,29.02,0.8963,Normal,1.08
1434,2025-05-21 16:26:54.22208,30.0,86.6,0.55,29.01,0.8748,Normal,1.06
1435,2025-05-21 16:27:24.534899,30.0,86.7,0.55,29.01,0.8748,Normal,1.06
1436,2025-05-21 16:27:54.448856,30.0,87.0,0.55,29.01,0.8748,Normal,1.06
1437,2025-05-21 16:28:24.798308,30.0,87.2,0.57,28.9,0.8322,Normal,1.04
1438,2025-05-21 16:28:54.851962,30.0,87.7,0.57,28.9,0.8322,Normal,1.05
1439,2025-05-21 16:29:24.953391,30.0,87.8,0.57,28.9,0.8322,Normal,1.05
1440,2025-05-21 16:29:54.682057,30.0,87.8,0.57,28.9,0.8322,Normal,1.05
1441,2025-05-21 16:30:24.982197,30.0,88.0,0.58,28.9,0.8297,Normal,1.04
1442,2025-05-21 16:30:54.950225,30.0,88.2,0.58,28.9,0.8297,Normal,1.05
1443,2025-05-21 16:31:25.412834,30.0,88.3,0.57,28.9,0.8322,Normal,1.06
1444,2025-05-21 16:31:55.094015,30.0,88.4,0.56,28.91,0.8377,Normal,1.07
1445,2025-05-21 16:32:25.761583,30.0,88.4,0.56,28.91,0.8377,Normal,1.07
1446,2025-05-21 16:32:55.104024,30.0,88.5,0.56,28.91,0.8377,Normal,1.07
1447,2025-05-21 16:33:25.631808,30.0,88.4,0.55,28.91,0.8334,Normal,1.08
1448,2025-05-21 16:33:55.524285,30.0,88.6,0.55,28.91,0.8334,Normal,1.08
1449,2025-05-21 16:34:25.841974,30.0,88.7,0.56,28.9,0.8377,Normal,1.07
1450,2025-05-21 16:34:55.599261,30.0,89.1,0.57,28.9,0.8409,Normal,1.07
1451,2025-05-21 16:35:26.715625,30.0,89.4,0.59,28.9,0.8058,Normal,1.06
