temperature,humidity,air_flow,mrt,pmv
25.8,59.0,0.14,26.48,0.47
26.1,58.6,0.24,26.69,0.17
25.9,58.7,0.42,26.85,-0.19
26.6,56.7,0.21,26.6,0.32
26.3,57.5,0.42,27.01,-0.11
26.0,58.4,0.03,26.32,0.54
25.9,59.4,0.11,25.74,0.37
25.2,60.8,0.1,25.99,0.33
24.3,64.1,0.46,25.78,-0.64
24.3,64.1,0.46,25.78,-0.64
25.6,60.1,0.13,24.59,0.11
25.6,60.4,0.03,24.81,0.28
25.8,59.9,0.12,25.8,0.34
25.7,59.7,0.46,26.19,-0.34
24.7,61.2,0.06,25.49,0.22
25.8,59.3,0.52,26.57,-0.36
25.8,59.3,0.52,26.57,-0.36
26.7,57.1,0.12,26.21,0.53
26.6,57.2,0.18,26.6,0.43
26.7,57.2,0.29,26.7,0.14
26.5,58.1,0.06,26.82,0.7
26.2,57.9,0.27,26.61,0.1
26.0,58.4,0.39,26.69,-0.15
26.2,58.0,0.39,26.43,-0.14
26.3,57.6,0.45,27.03,-0.15
25.9,58.4,0.27,26.72,0.06
26.3,60.0,0.09,25.35,0.44
24.7,64.7,0.13,25.37,0.09
24.8,64.9,0.21,26.32,0.03
24.9,64.8,0.25,25.7,-0.14
25.1,64.4,0.1,25.42,0.26
25.1,63.6,0.42,25.58,-0.43
25.1,63.9,0.2,26.04,0.08
25.1,64.1,0.35,25.55,-0.33
25.2,64.5,0.07,25.67,0.35
25.6,63.2,0.05,25.92,0.45
25.4,62.7,0.57,26.19,-0.5
25.2,63.6,0.46,25.94,-0.43
25.3,63.5,0.45,25.54,-0.44
25.5,62.9,0.31,25.5,-0.2
25.5,62.9,0.06,25.82,0.42
25.7,61.9,0.11,26.35,0.44
25.3,63.0,0.07,25.46,0.33
25.0,63.3,0.19,25.37,0.01
24.8,58.7,0.14,25.31,0.14
24.6,64.4,0.17,25.5,0.04
25.0,63.8,0.1,25.48,0.25
25.3,62.7,0.11,25.46,0.26
25.6,62.4,0.05,26.39,0.51
25.9,61.1,0.06,26.37,0.55
25.7,62.1,0.17,25.88,0.26
25.5,62.3,0.17,25.68,0.2
25.2,63.6,0.17,25.38,0.12
25.1,63.8,0.08,25.26,0.28
25.2,63.5,0.13,25.54,0.2
24.9,64.3,0.45,25.87,-0.49
25.0,63.7,0.36,25.68,-0.35
24.5,63.7,0.55,25.55,-0.73
24.5,64.3,0.22,25.08,-0.21
24.8,65.1,0.12,25.3,0.13
25.2,63.8,0.11,25.52,0.26
28.1,52.9,0.18,24.81,0.41
26.7,57.8,0.09,25.75,0.55
26.1,60.3,0.17,26.28,0.36
25.6,61.1,0.28,25.81,-0.1
25.4,61.7,0.03,25.87,0.4
25.1,62.0,0.11,25.59,0.24
25.2,61.8,0.07,25.36,0.29
25.3,61.9,0.84,26.22,-0.74
26.0,59.4,0.66,25.72,-0.51
25.1,61.9,0.09,25.42,0.28
25.2,66.4,0.39,24.73,-0.44
25.2,67.8,0.08,24.72,0.25
25.2,66.5,0.22,27.32,0.21
25.1,66.7,0.26,24.9,-0.21
25.0,67.1,0.13,24.83,0.09
25.0,67.1,0.23,25.2,-0.11
25.1,67.2,0.2,24.91,-0.04
25.1,66.2,0.11,24.78,0.15
25.2,65.5,0.06,24.72,0.23
25.2,65.2,0.1,24.72,0.18
25.3,64.8,0.13,24.63,0.1
25.0,65.5,0.28,24.37,-0.33
25.4,64.7,0.2,24.26,-0.09
25.2,65.9,0.16,25.2,0.15
25.2,65.8,0.12,25.2,0.19
25.2,65.2,0.15,25.2,0.19
25.3,64.9,0.08,25.46,0.35
25.6,64.0,0.1,25.12,0.3
25.6,63.9,0.03,25.28,0.37
25.4,63.9,0.14,25.74,0.34
25.3,64.4,0.05,24.98,0.28
25.2,65.1,0.04,24.72,0.23
25.2,64.5,0.08,25.04,0.27
25.3,64.5,0.11,25.14,0.22
25.4,63.9,0.2,24.83,-0.02
25.7,63.2,0.16,24.81,0.16
25.7,62.8,0.12,25.54,0.31
25.7,63.3,0.22,25.89,0.1
25.9,63.3,0.06,25.74,0.48
26.0,62.4,0.11,26.16,0.47
25.6,63.0,0.1,25.76,0.38
25.6,63.6,0.02,25.6,0.41
25.4,64.5,0.12,25.07,0.2
25.2,64.6,0.28,25.41,-0.19
25.3,64.6,0.2,25.3,0.02
25.5,64.4,0.14,25.5,0.32
25.6,63.8,0.24,25.2,-0.06
25.8,63.1,0.15,25.28,0.29
25.7,63.6,0.2,25.7,0.13
25.8,63.1,0.09,25.48,0.41
25.5,60.1,0.05,26.6,0.51
25.9,62.5,0.03,26.22,0.54
25.9,62.9,0.08,25.58,0.46
25.8,62.7,0.22,25.8,0.1
25.6,63.2,0.03,25.44,0.39
25.4,63.6,0.12,25.23,0.22
26.3,62.1,0.04,25.51,0.51
26.1,62.3,0.11,25.45,0.39
26.0,61.5,0.27,26.61,0.09
26.2,61.7,0.18,26.02,0.32
26.3,61.3,0.21,25.92,0.22
26.2,61.4,0.22,25.62,0.13
26.1,63.1,0.1,25.63,0.45
26.2,61.0,0.03,25.41,0.47
26.0,61.8,0.06,25.84,0.5
26.2,61.5,0.02,26.04,0.56
26.3,60.6,0.26,26.3,0.12
26.3,60.5,0.19,26.48,0.35
26.5,60.2,0.19,26.13,0.33
26.2,61.2,0.04,26.04,0.56
25.5,63.8,0.06,25.5,0.38
25.4,64.6,0.06,25.56,0.38
25.1,65.0,0.08,25.73,0.35
25.0,64.4,0.09,25.63,0.31
24.8,65.3,0.1,25.12,0.18
24.7,65.6,0.22,25.48,-0.11
24.6,65.7,0.15,25.47,0.13
24.7,65.5,0.29,25.54,-0.28
25.3,64.9,0.09,24.98,0.27
24.9,65.1,0.1,25.53,0.25
24.9,65.0,0.12,25.56,0.19
24.6,64.7,0.04,25.39,0.21
23.7,70.2,0.05,24.81,0.0
23.6,67.4,0.03,24.71,-0.05
24.6,66.3,0.04,25.71,0.26
24.8,65.8,0.14,25.66,0.24
24.8,65.0,0.07,25.12,0.21
24.5,64.8,0.65,24.78,-0.87
23.1,67.5,0.62,26.66,-1.03
24.1,68.1,0.1,24.74,0.03
24.3,67.5,0.13,24.81,-0.04
24.2,67.0,0.18,24.93,-0.12
24.2,67.2,0.11,24.85,0.02
24.2,67.7,0.1,24.36,-0.01
24.4,66.4,0.03,24.4,0.05
24.6,66.1,0.06,24.76,0.13
24.6,65.8,0.06,25.55,0.24
24.7,67.1,0.03,25.49,0.26
24.8,66.2,0.05,25.75,0.31
24.9,66.6,0.03,25.38,0.28
25.0,65.8,0.05,25.16,0.26
24.9,66.0,0.03,25.38,0.27
24.4,66.5,0.33,25.28,-0.44
24.3,67.0,0.32,25.17,-0.45
24.3,67.8,0.09,24.78,0.09
24.4,66.8,0.03,24.72,0.1
24.2,66.6,0.09,24.36,0.01
24.6,65.9,0.13,26.61,0.26
24.9,65.1,0.17,25.44,0.08
24.9,65.4,0.18,25.63,0.07
24.6,64.4,0.06,24.92,0.14
25.9,62.9,0.11,24.28,0.19
25.3,64.4,0.05,24.67,0.23
24.9,65.5,0.07,25.06,0.22
24.9,64.7,0.11,24.9,0.12
25.0,64.8,0.05,25.32,0.27
25.2,65.4,0.11,25.36,0.24
25.2,64.8,0.05,25.36,0.31
24.9,64.7,0.04,25.38,0.26
25.1,64.0,0.08,25.1,0.25
25.3,64.1,0.07,25.46,0.34
25.0,63.7,0.05,24.68,0.18
24.7,65.6,0.09,25.02,0.18
24.9,65.5,0.12,24.9,0.1
24.9,65.5,0.07,24.9,0.2
24.8,65.9,0.05,25.28,0.24
24.8,66.1,0.12,24.97,0.1
24.7,65.9,1.08,24.7,-1.1
24.4,67.6,0.22,25.18,-0.19
25.0,66.2,0.13,25.5,0.18
25.5,65.0,0.04,24.87,0.3
24.7,67.4,0.02,24.86,0.17
24.6,68.1,0.02,24.92,0.17
24.4,68.5,0.17,24.76,-0.06
24.4,65.8,0.17,24.76,-0.08
24.2,69.5,0.37,24.66,-0.59
24.1,70.0,0.07,25.05,0.11
24.1,70.1,0.07,25.05,0.11
24.8,67.2,0.05,25.75,0.31
24.9,66.6,0.09,25.53,0.3
24.3,68.1,0.42,25.49,-0.59
24.3,68.1,0.42,25.49,-0.59
24.2,68.9,0.07,24.52,0.05
24.3,68.5,0.12,24.8,0.0
24.4,68.2,0.03,24.72,0.1
24.4,68.6,0.09,24.56,0.09
24.5,68.7,0.05,24.82,0.14
24.3,68.5,0.08,24.62,0.07
24.2,68.1,0.37,24.66,-0.6
24.3,67.9,0.24,24.7,-0.31
24.1,69.7,0.05,24.42,0.02
24.2,69.1,0.08,24.52,0.05
24.2,68.8,0.07,24.68,0.07
24.2,68.8,0.07,24.68,0.07
24.3,69.8,0.28,24.51,-0.42
24.3,68.2,0.11,24.79,0.03
24.9,65.9,0.2,24.9,-0.09
25.1,65.4,0.04,25.57,0.33
25.3,64.3,0.05,25.62,0.36
25.1,64.5,0.32,25.75,-0.25
25.0,64.8,0.37,25.68,-0.36
25.1,64.6,0.37,25.78,-0.33
25.0,64.8,0.32,25.87,-0.26
25.4,64.5,0.05,26.35,0.49
25.3,63.7,0.23,26.47,0.07
25.0,65.0,0.08,25.48,0.3
25.0,65.0,0.08,25.48,0.3
25.3,63.1,0.05,25.77,0.38
25.4,62.7,0.2,26.15,0.13
25.3,62.6,0.04,25.77,0.37
25.3,62.1,0.05,26.25,0.44
25.3,62.1,0.05,26.25,0.44
24.6,64.6,0.17,25.14,-0.01
24.9,64.8,0.07,25.22,0.24
25.4,63.1,0.21,26.16,0.11
25.6,62.8,0.21,26.17,0.14
25.5,61.6,0.1,25.82,0.36
25.4,62.5,0.3,26.04,-0.14
25.6,61.8,0.25,26.0,-0.0
25.6,61.8,0.25,26.0,-0.0
25.8,61.7,0.1,25.96,0.43
26.0,60.4,0.16,26.18,0.37
25.6,62.7,0.2,25.98,0.15
25.2,64.1,0.08,25.83,0.37
25.7,63.2,0.05,25.54,0.42
25.3,65.6,0.06,24.35,0.2
25.1,65.7,0.05,23.35,0.03
25.0,66.7,0.04,25.16,0.26
25.1,65.0,0.06,24.62,0.2
24.3,67.3,0.08,24.46,0.04
24.3,68.4,0.05,24.78,0.1
24.7,67.3,0.06,24.7,0.15
25.1,65.9,0.08,25.26,0.29
25.1,64.9,0.06,25.1,0.26
25.2,54.5,0.05,25.2,0.22
25.3,63.6,0.09,25.14,0.28
24.8,64.6,0.25,24.8,-0.26
25.1,63.7,0.07,25.26,0.27
25.2,63.7,0.06,25.36,0.31
25.0,64.3,0.09,25.32,0.27
25.0,64.5,0.1,25.48,0.26
25.0,64.6,0.24,25.4,-0.13
25.0,64.9,0.12,25.0,0.13
24.8,64.9,0.09,24.64,0.14
24.5,65.8,0.04,24.5,0.08
24.6,66.0,0.1,24.76,0.1
24.4,66.2,0.03,24.72,0.09
25.1,64.7,0.02,23.99,0.11
24.7,65.4,0.13,24.87,0.03
24.8,64.7,0.17,24.98,0.0
24.5,65.3,0.21,24.31,-0.26
23.9,67.7,0.28,24.74,-0.48
23.7,68.4,0.05,24.49,-0.05
23.7,68.4,0.05,24.49,-0.05
24.7,65.4,0.04,24.06,0.05
24.5,64.1,0.23,24.3,-0.33
24.5,64.2,0.29,24.92,-0.39
24.8,64.9,0.05,24.8,0.17
24.6,65.1,0.12,24.6,0.0
24.3,64.7,0.46,25.29,-0.68
25.0,63.4,0.09,24.21,0.1
24.6,64.6,0.09,24.6,0.1
24.5,64.8,0.12,24.5,-0.03
24.6,64.2,0.17,24.78,-0.06
24.6,64.4,0.05,25.55,0.23
24.8,62.8,0.15,25.15,0.1
24.5,71.7,0.07,26.08,0.33
24.4,71.9,0.07,25.19,0.19
24.1,74.5,0.07,25.05,0.14
24.1,72.4,0.34,24.99,-0.51
24.3,72.0,0.07,24.78,0.12
24.5,72.5,0.05,25.45,0.25
25.1,66.8,0.08,25.1,0.27
24.8,66.1,0.04,24.8,0.17
24.7,67.8,0.06,24.86,0.18
24.4,68.1,0.06,24.88,0.13
25.0,66.3,0.06,24.36,0.15
24.7,66.4,0.09,24.7,0.14
24.3,67.9,0.09,24.62,0.07
24.5,67.9,0.02,24.98,0.16
27.4,48.0,0.1,26.45,0.65
26.4,49.6,0.1,26.4,0.5
26.3,49.7,0.16,26.83,0.43
26.1,50.1,0.12,26.76,0.45
26.2,49.9,0.08,26.83,0.59
26.0,49.1,0.8,26.9,-0.6
25.6,50.5,0.05,26.39,0.42
25.7,50.0,0.11,26.18,0.33
25.3,50.8,0.21,26.06,-0.01
24.6,52.3,0.1,27.75,0.43
26.0,49.5,0.58,24.39,-0.63
25.9,51.2,0.15,25.55,0.25
26.0,50.0,0.1,25.68,0.34
25.8,50.7,0.12,26.13,0.32
25.8,50.4,0.22,25.99,0.03
25.9,50.5,0.08,26.53,0.5
26.0,49.7,0.15,26.35,0.37
26.0,50.0,0.09,26.47,0.48
26.0,49.2,0.11,26.64,0.44
26.1,49.7,0.09,26.89,0.56
27.9,45.9,0.24,24.72,0.14
26.3,47.8,0.22,25.91,0.08
26.0,49.2,0.07,26.47,0.5
26.1,48.1,0.08,26.57,0.52
26.0,48.8,0.1,26.32,0.42
27.3,46.6,0.15,26.43,0.56
26.5,47.4,0.08,26.5,0.57
26.0,49.2,0.09,26.47,0.48
26.1,47.8,0.35,26.32,-0.19
26.1,48.7,0.08,26.42,0.5
26.6,47.4,0.1,27.07,0.61
26.7,46.2,0.22,27.28,0.3
25.9,47.7,0.35,26.57,-0.2
25.7,48.8,0.24,26.49,0.0
25.6,48.9,0.48,26.1,-0.47
25.3,49.6,0.19,25.86,0.02
25.4,49.6,0.14,26.08,0.28
25.7,49.3,0.06,26.49,0.45
26.1,49.3,0.08,26.73,0.55
26.1,47.9,0.08,26.89,0.56
26.0,48.1,0.1,26.32,0.42
25.4,50.1,0.11,26.37,0.31
25.5,49.3,0.1,26.13,0.32
25.6,49.2,0.14,26.45,0.37
26.2,46.2,0.28,27.03,0.03
25.7,49.5,0.4,26.63,-0.3
25.3,48.5,0.11,26.59,0.32
25.2,49.4,0.19,26.31,0.06
25.3,50.8,0.11,25.3,0.15
25.8,47.5,0.23,26.97,0.09
26.3,49.5,0.18,27.39,0.42
27.8,45.8,0.41,26.16,0.0
27.3,47.6,0.23,27.49,0.41
27.3,48.1,0.16,26.77,0.57
26.6,49.9,0.1,27.07,0.63
26.2,50.6,0.21,27.34,0.29
26.3,49.7,0.12,27.12,0.54
26.6,49.3,0.05,27.23,0.71
26.4,49.0,0.16,27.63,0.55
26.1,49.5,0.29,27.35,0.05
25.7,50.5,0.07,26.49,0.46
25.7,51.3,0.08,26.02,0.4
25.1,52.5,0.14,26.3,0.29
25.2,54.5,0.15,26.42,0.28
25.1,51.9,0.11,25.91,0.21
25.2,51.9,0.15,26.42,0.26
26.8,50.9,0.19,26.98,0.42
27.1,51.4,0.14,27.1,0.71
27.0,50.8,0.15,26.83,0.6
27.2,49.7,0.23,27.39,0.4
27.3,49.4,0.45,27.54,0.02
27.3,49.7,0.15,27.3,0.7
27.3,50.0,0.02,27.77,0.91
27.4,51.2,0.02,27.71,0.93
27.3,50.2,0.01,27.93,0.93
27.5,49.9,0.04,27.81,0.95
27.2,49.1,0.22,27.39,0.42
27.0,49.6,0.06,27.16,0.77
26.9,49.6,0.18,27.26,0.5
27.0,50.2,0.12,27.33,0.69
27.2,48.9,0.4,27.43,0.05
27.2,49.4,0.05,27.36,0.83
27.4,49.2,0.15,27.75,0.78
27.6,49.4,0.05,27.91,0.97
27.7,48.5,0.32,28.13,0.35
27.7,49.6,0.04,27.7,0.96
27.7,48.8,0.18,27.88,0.71
27.7,48.8,0.23,28.09,0.56
27.7,48.5,0.34,27.92,0.29
27.6,48.6,0.84,27.9,-0.22
27.7,49.1,0.37,27.7,0.22
27.7,48.6,0.38,27.93,0.22
27.4,49.4,0.08,27.09,0.81
27.9,48.4,0.07,27.9,1.01
28.1,47.4,0.07,28.1,1.07
28.3,47.2,0.04,28.14,1.1
28.3,47.0,0.03,28.14,1.1
28.1,47.5,0.02,28.1,1.07
28.0,46.8,0.3,28.21,0.44
27.8,46.3,0.22,28.18,0.6
27.7,46.7,0.27,28.11,0.44
27.7,46.5,0.21,28.45,0.65
27.5,47.3,0.01,27.81,0.92
27.7,47.6,0.01,27.7,0.94
27.8,47.4,0.02,27.64,0.95
27.7,47.8,0.07,27.7,0.95
27.8,48.4,0.01,27.8,0.98
27.9,46.6,0.37,27.68,0.23
28.0,46.6,0.23,28.0,0.58
28.1,46.0,0.23,28.68,0.68
28.0,47.3,0.04,28.31,1.08
28.1,47.0,0.05,28.26,1.09
28.5,45.7,0.12,28.17,1.02
28.3,45.8,0.17,28.12,0.86
28.1,46.3,0.17,28.46,0.87
27.9,46.6,0.6,29.23,0.1
28.0,46.8,0.21,28.38,0.69
27.9,46.8,0.01,27.74,0.98
27.6,45.8,0.16,27.25,0.67
27.5,43.5,0.01,27.34,0.83
27.3,45.8,0.05,27.3,0.81
27.3,45.3,0.15,27.13,0.65
27.1,47.2,0.24,27.1,0.3
27.1,47.1,0.04,27.1,0.75
27.1,46.9,0.25,27.7,0.34
27.0,47.5,0.27,27.61,0.26
27.1,47.7,0.25,27.5,0.32
27.3,47.5,0.02,27.46,0.84
27.6,47.2,0.07,27.44,0.89
27.7,44.5,0.11,27.7,0.83
27.7,45.8,0.29,27.7,0.34
27.9,45.9,0.14,28.07,0.93
26.2,51.7,0.02,26.99,0.62
25.4,53.3,0.03,25.56,0.29
25.1,52.4,0.02,25.57,0.24
24.5,54.0,0.09,24.98,0.06
24.5,54.3,0.08,24.98,0.06
24.6,54.0,0.02,25.08,0.09
24.6,54.3,0.07,24.92,0.07
24.4,54.7,0.04,25.19,0.08
24.3,54.9,0.05,24.93,0.03
24.2,55.1,0.28,25.04,-0.48
24.5,54.2,0.28,24.71,-0.46
24.3,55.1,0.18,25.03,-0.17
24.6,54.1,0.29,25.02,-0.44
24.5,54.3,0.22,25.08,-0.27
24.5,54.1,0.62,25.32,-0.87
24.5,53.7,0.53,25.02,-0.81
24.4,53.5,0.03,24.72,0.0
24.8,53.2,0.04,25.28,0.15
24.9,52.6,0.31,26.61,-0.27
24.5,53.6,0.09,25.13,0.08
24.4,53.9,0.1,25.03,0.02
24.3,54.2,0.06,24.93,0.02
24.2,54.2,0.07,24.84,-0.01
24.2,54.2,0.1,25.15,0.01
24.1,54.2,0.07,24.58,-0.06
24.6,54.3,0.05,24.76,0.05
24.7,53.6,0.04,24.7,0.06
24.9,52.9,0.06,25.38,0.18
25.0,50.3,0.02,25.32,0.17
25.0,51.6,0.1,25.48,0.16
25.4,51.8,0.03,24.61,0.15
25.5,50.0,0.06,26.29,0.39
25.2,51.9,0.03,25.83,0.29
25.4,51.1,0.05,26.03,0.34
25.5,50.9,0.2,26.06,0.05
25.5,50.7,0.15,25.85,0.22
25.3,50.6,0.02,25.93,0.31
25.1,51.5,0.02,25.42,0.21
25.1,50.6,0.1,25.89,0.23
25.3,50.8,0.07,25.62,0.27
25.2,51.8,0.06,25.83,0.29
25.1,50.9,0.71,26.25,-0.77
24.7,51.7,0.69,25.27,-0.9
24.7,51.8,0.6,25.24,-0.83
24.5,53.1,0.02,24.82,0.03
24.7,51.5,0.02,25.02,0.08
24.6,52.2,0.02,25.08,0.08
24.7,52.7,0.01,25.02,0.09
24.6,52.3,0.1,24.92,0.03
24.5,53.1,0.03,25.61,0.14
24.8,52.0,0.04,24.8,0.08
24.8,52.0,0.06,24.8,0.08
24.4,52.6,0.03,24.88,0.02
24.4,53.3,0.46,24.89,-0.76
24.3,52.7,0.58,25.11,-0.9
24.4,53.7,0.05,24.88,0.03
24.8,52.1,0.06,25.28,0.14
24.1,54.0,0.07,24.42,-0.09
24.3,52.3,0.37,24.76,-0.67
24.5,51.4,0.7,24.79,-1.0
24.2,52.6,0.1,24.84,-0.05
24.6,53.9,0.26,24.6,-0.42
24.6,54.4,0.09,24.92,0.07
24.8,54.2,0.07,25.28,0.16
25.0,53.6,0.28,25.42,-0.3
25.1,52.3,0.28,25.72,-0.26
25.9,51.6,0.21,25.33,0.0
26.7,49.6,0.09,26.86,0.64
26.8,58.3,0.77,29.72,-0.13
26.4,60.0,0.46,28.82,0.05
26.1,61.0,0.53,27.64,-0.2
25.9,62.9,0.55,27.97,-0.23
25.9,63.2,0.5,27.16,-0.23
26.1,62.5,0.5,27.35,-0.18
26.1,62.9,0.98,28.05,-0.51
26.1,62.8,0.51,27.36,-0.19
26.2,63.2,0.35,26.64,-0.02
26.2,63.2,0.09,26.36,0.6
25.7,63.4,0.16,26.05,0.33
25.2,66.0,0.43,26.16,-0.36
26.0,64.2,0.38,28.05,0.05
25.6,65.2,1.2,23.79,-0.96
25.4,66.3,0.13,25.9,0.3
25.8,65.1,0.07,26.75,0.62
26.0,65.0,0.37,26.91,-0.05
25.9,65.3,0.49,27.15,-0.21
26.0,65.0,0.06,26.95,0.68
26.2,64.2,0.21,27.15,0.38
27.2,61.9,0.27,28.22,0.49
27.2,60.9,0.58,28.25,0.02
26.8,62.8,0.51,27.81,-0.01
26.8,62.8,0.57,27.85,-0.07
26.6,63.8,0.29,27.85,0.31
26.7,63.8,0.39,27.62,0.12
26.7,64.0,0.52,27.21,-0.08
26.6,64.1,0.46,27.57,-0.0
26.8,63.6,0.49,27.55,-0.0
26.4,63.7,0.58,27.46,-0.18
26.0,64.5,0.71,27.15,-0.4
25.9,64.8,0.09,26.69,0.61
25.7,64.2,0.15,26.57,0.46
25.8,63.9,0.15,26.15,0.41
25.6,64.3,0.39,26.06,-0.25
26.4,61.9,0.38,27.31,0.03
26.9,60.2,0.11,27.22,0.76
26.6,60.8,0.2,27.16,0.45
26.3,61.1,0.37,27.43,0.03
26.1,61.7,0.3,28.2,0.22
26.2,61.1,0.27,28.03,0.29
26.0,61.5,0.25,27.4,0.23
25.7,62.4,0.44,27.38,-0.18
26.2,61.1,0.42,27.38,-0.07
26.1,61.0,0.34,27.42,0.04
26.1,61.2,0.29,27.35,0.14
26.4,60.1,0.23,28.15,0.44
25.9,61.5,1.24,27.7,-0.71
25.9,61.5,1.24,27.7,-0.71
26.2,60.4,0.57,26.99,-0.28
27.9,55.3,0.29,28.73,0.57
27.5,57.1,0.35,29.48,0.48
27.6,57.4,0.2,29.27,0.87
27.8,57.2,0.25,29.18,0.73
28.1,56.7,0.13,28.43,1.07
27.5,58.4,0.43,27.97,0.2
27.3,59.4,0.14,27.81,0.91
27.6,58.7,0.2,28.34,0.76
28.2,56.9,0.26,29.0,0.75
27.8,58.3,0.11,28.76,1.12
27.4,59.2,0.23,27.79,0.56
27.2,60.3,0.16,28.08,0.84
26.8,61.3,0.7,27.93,-0.18
26.4,63.1,0.53,27.17,-0.17
26.7,63.4,0.41,28.33,0.16
28.8,56.7,0.5,26.55,0.23
26.8,62.9,0.3,27.22,0.25
26.6,63.4,0.17,27.49,0.63
26.6,62.9,0.68,27.16,-0.26
26.9,62.2,0.23,28.64,0.61
26.8,62.4,0.25,27.0,0.33
27.5,59.6,0.28,27.09,0.38
27.9,58.2,0.12,27.74,0.96
26.7,61.3,0.38,26.47,-0.0
26.0,63.5,0.37,26.91,-0.06
26.3,62.6,0.31,26.3,0.03
27.4,61.5,0.28,27.4,0.41
27.3,60.6,0.21,27.3,0.56
26.7,61.5,0.38,26.7,0.02
26.4,61.6,0.41,26.4,-0.11
26.4,57.7,0.52,26.4,-0.27
26.1,59.8,0.15,26.1,0.42
26.8,60.3,0.16,26.8,0.59
26.6,59.3,0.5,26.6,-0.18
26.1,60.8,0.37,26.1,-0.14
25.4,63.2,0.69,25.4,-0.66
25.2,62.5,0.24,25.2,-0.14
25.8,62.4,0.13,25.8,0.33
27.1,61.3,0.28,27.1,0.32
26.2,57.9,0.13,26.2,0.42
26.6,56.8,0.14,26.6,0.6
26.2,59.0,0.38,26.2,-0.14
26.3,60.2,0.15,26.3,0.49
26.9,58.5,0.16,26.9,0.61
26.6,58.4,0.3,26.6,0.1
26.5,58.4,0.3,26.5,0.07
26.8,58.3,0.31,26.8,0.14
27.1,57.7,0.32,27.1,0.21
27.2,56.9,0.42,27.2,0.07
27.8,57.4,0.29,27.8,0.47
25.2,62.2,0.17,24.66,0.01
24.8,63.2,0.19,24.99,-0.08
25.1,63.0,0.23,25.1,-0.14
25.3,62.4,0.19,25.49,0.07
25.4,62.4,0.11,25.24,0.24
25.1,63.0,0.11,25.26,0.2
25.1,62.9,0.46,26.57,-0.41
25.2,63.0,0.18,25.93,0.15
24.7,64.3,0.58,26.04,-0.67
24.7,64.3,0.58,26.04,-0.67
25.0,63.6,0.19,25.37,0.01
25.0,64.1,0.2,25.38,-0.02
24.8,64.5,0.61,26.16,-0.67
24.9,64.9,0.49,25.15,-0.59
24.8,65.1,0.19,25.17,-0.04
24.8,65.1,0.19,25.17,-0.04
24.7,65.7,0.15,24.52,0.02
24.7,66.0,0.06,24.86,0.16
24.9,65.5,0.05,25.22,0.25
25.2,64.7,0.08,25.52,0.34
25.2,65.3,0.08,25.67,0.36
25.2,64.7,0.14,25.54,0.28
25.1,65.3,0.49,25.6,-0.51
25.1,65.5,0.63,25.1,-0.68
25.7,64.2,0.13,25.87,0.34
25.9,63.9,0.03,26.22,0.55
26.2,62.9,0.26,26.4,0.13
26.4,62.1,0.33,26.62,0.04
26.4,62.1,0.38,26.63,-0.04
26.2,62.1,0.18,26.38,0.37
26.1,62.0,0.11,26.26,0.5
26.0,62.0,0.11,26.48,0.51
25.8,62.4,0.18,26.35,0.3
26.6,62.8,0.36,24.79,-0.15
25.5,63.2,0.1,25.82,0.38
25.6,62.7,0.19,25.6,0.13
25.8,62.0,0.16,25.98,0.33
25.6,62.0,0.06,26.07,0.46
25.7,62.0,0.07,26.33,0.52
25.5,62.4,0.27,25.91,-0.08
25.0,63.3,0.33,25.66,-0.31
25.1,62.8,0.08,25.42,0.29
25.3,62.6,0.13,25.47,0.2
25.1,63.2,0.17,25.46,0.11
24.7,63.7,0.79,26.21,-0.84
24.9,63.8,0.06,25.22,0.23
25.1,62.3,0.1,25.42,0.25
25.4,62.8,0.07,25.56,0.36
25.3,61.5,0.1,25.77,0.32
25.4,61.4,0.09,25.72,0.37
27.3,56.9,0.16,27.48,0.74
26.5,59.8,0.12,27.97,0.77
26.6,59.5,0.24,27.39,0.35
25.9,61.9,0.3,27.17,0.07
25.8,62.2,0.6,28.21,-0.29
26.5,60.2,0.33,28.02,0.2
26.2,60.6,0.22,27.16,0.32
26.3,60.7,0.18,27.21,0.48
26.4,60.2,0.34,27.06,0.06
25.9,61.4,0.28,27.55,0.15
25.7,62.2,0.16,26.93,0.44
25.7,62.4,0.18,26.97,0.36
25.8,61.9,0.95,28.68,-0.54
26.4,60.8,0.04,27.19,0.75
26.7,59.4,0.34,27.8,0.18
27.1,58.9,0.12,27.59,0.81
27.3,58.2,0.13,27.97,0.87
26.5,60.4,0.08,27.13,0.76
25.9,62.5,0.17,26.8,0.42
25.5,63.6,0.16,26.21,0.32
25.5,63.1,0.25,26.5,0.05
24.8,64.5,0.03,25.59,0.27
24.0,66.9,0.13,25.68,0.03
24.1,66.8,0.1,24.58,-0.0
23.7,67.5,0.09,24.65,-0.04
23.3,68.6,0.17,24.93,-0.23
23.7,67.3,0.06,24.18,-0.1
23.1,66.0,0.11,24.4,-0.24
23.7,65.1,0.11,24.03,-0.19
24.0,64.3,0.09,24.64,-0.01
24.0,64.2,0.08,24.48,-0.03
23.4,66.1,0.06,24.83,-0.08
24.1,63.5,0.04,25.05,0.06
23.9,63.6,0.08,24.54,-0.04
23.6,64.8,0.06,24.71,-0.07
23.8,64.8,0.05,24.44,-0.07
23.2,67.1,0.06,24.63,-0.14
23.7,65.5,0.05,24.49,-0.07
23.9,64.3,0.1,24.54,-0.06
