temperature,humidity,air_flow,mrt,pmv
17.2,73.9,0.1,17.69,-2.14
20.7,55.5,0.13,21.38,-1.2
27.0,74.2,0.1,28.1,1.04
19.3,72.5,0.0,20.59,-1.37
24.1,55.8,0.22,25.26,-0.31
26.7,51.6,0.05,27.49,0.78
28.1,79.9,0.15,29.13,1.36
27.0,75.1,0.13,28.33,1.0
29.4,40.3,0.18,29.94,1.19
28.6,58.1,0.28,29.42,0.84
28.8,74.0,0.57,30.09,0.69
32.2,65.5,0.35,33.27,1.96
30.5,68.1,0.62,32.08,1.15
31.1,55.7,0.48,32.54,1.3
27.8,45.6,0.45,29.0,0.22
22.6,65.0,0.05,21.8,-0.64
20.0,70.5,0.07,20.81,-1.22
15.6,52.8,0.11,16.1,-2.73
29.2,44.8,0.01,29.51,1.43
29.7,75.7,0.35,31.0,1.3
26.7,58.7,0.01,27.01,0.77
20.3,59.7,0.1,18.68,-1.5
20.1,66.2,0.6,20.66,-2.32
24.7,55.1,0.1,26.12,0.23
24.2,59.9,0.05,26.1,0.2
21.5,51.6,0.01,23.26,-0.73
22.9,65.1,0.01,23.7,-0.33
28.7,57.3,0.5,29.69,0.51
28.7,51.3,0.01,29.48,1.4
26.9,49.1,0.06,26.74,0.69
28.8,79.8,0.42,29.96,0.93
28.4,78.8,0.43,29.34,0.74
29.2,54.1,0.74,30.34,0.42
29.6,81.8,0.96,30.55,0.77
28.7,71.3,0.27,29.91,1.08
30.8,54.1,0.23,32.13,1.68
26.6,72.6,0.31,27.45,0.3
28.5,50.2,0.42,29.2,0.46
28.8,65.6,0.34,29.88,0.88
21.6,50.3,0.07,22.88,-0.77
20.8,73.5,0.06,21.12,-1.01
20.4,56.5,0.03,21.04,-1.19
17.2,62.8,0.05,17.2,-2.25
19.8,65.2,0.11,19.14,-1.5
17.6,59.8,0.1,18.74,-1.99
17.2,73.9,0.1,17.69,-2.14
20.7,56.7,0.03,21.66,-1.05
27.1,74.1,0.13,28.27,1.0
19.3,72.5,0.0,20.59,-1.37
25.3,73.4,0.13,26.64,0.44
24.2,57.2,0.1,24.99,0.01
27.0,75.1,0.13,28.33,1.0
29.5,40.3,0.19,30.05,1.18
28.5,56.6,0.52,30.25,0.49
28.6,73.4,0.5,30.08,0.71
32.0,66.3,0.21,33.29,2.28
30.5,68.1,0.62,32.08,1.15
31.1,56.2,0.62,33.2,1.22
27.6,48.5,0.53,28.87,0.1
27.8,45.6,0.45,29.0,0.22
27.8,49.4,0.3,28.64,0.47
24.2,66.1,0.22,25.17,-0.23
20.5,67.5,0.05,20.82,-1.14
19.8,61.0,0.04,20.12,-1.4
15.5,52.3,0.09,15.66,-2.8
29.6,64.4,0.28,32.02,1.41
26.9,49.1,0.06,26.74,0.69
29.2,54.1,0.74,30.34,0.42
31.1,72.7,0.21,31.84,1.99
20.0,70.5,0.07,20.81,-1.22
24.2,59.9,0.05,26.1,0.2
31.8,79.5,0.24,32.18,2.19
20.8,73.5,0.06,21.12,-1.01
17.2,73.9,0.1,17.69,-2.14
29.7,75.7,0.18,30.77,1.71
24.3,65.2,0.28,25.55,-0.34
20.3,59.7,0.1,18.68,-1.5
24.7,55.1,0.1,26.12,0.23
21.5,51.6,0.01,23.26,-0.73
22.9,65.1,0.01,23.7,-0.33
28.7,57.3,0.5,29.69,0.51
28.7,51.3,0.01,29.48,1.4
26.9,49.1,0.06,26.74,0.69
29.2,44.8,0.01,29.51,1.43
28.8,79.8,0.42,29.96,0.93
28.4,78.8,0.43,29.34,0.74
28.5,79.2,0.63,29.31,0.55
29.6,81.8,0.96,30.55,0.77
28.7,71.2,0.27,29.91,1.07
30.8,54.1,0.23,32.13,1.68
26.6,72.6,0.31,27.45,0.3
28.5,50.2,0.42,29.2,0.46
28.8,65.6,0.34,29.88,0.88
21.6,50.3,0.07,22.88,-0.77
20.4,56.5,0.03,21.04,-1.19
18.6,46.3,0.04,18.92,-1.85
17.2,62.8,0.05,17.2,-2.25
19.8,65.2,0.11,19.14,-1.5
17.6,59.8,0.1,18.74,-1.99
20.7,55.5,0.13,21.38,-1.2
27.1,74.1,0.13,28.27,1.0
19.5,75.9,0.0,20.47,-1.33
25.3,74.6,0.13,26.47,0.42
26.6,57.3,0.01,27.07,0.75
27.0,75.3,0.03,27.94,1.08
29.5,40.3,0.19,30.05,1.18
28.5,56.6,0.52,30.25,0.49
28.6,73.4,0.5,30.08,0.71
30.5,68.1,0.62,32.08,1.15
27.6,48.5,0.53,28.87,0.1
27.9,45.7,0.41,28.83,0.28
27.6,51.0,0.48,29.07,0.2
22.6,65.0,0.05,21.8,-0.64
19.8,61.0,0.04,20.12,-1.4
15.3,52.4,0.09,16.12,-2.78
18.3,54.7,0.1,20.08,-1.72
22.3,64.4,0.01,23.1,-0.53
28.9,48.7,0.28,29.31,0.78
30.4,66.1,0.42,30.86,1.19
27.0,74.3,0.14,28.19,1.04
24.6,74.6,0.32,27.19,-0.13
26.8,49.9,0.28,29.05,0.39
28.3,67.9,0.16,28.48,1.15
21.0,49.6,0.26,22.86,-1.35
20.5,68.8,0.05,20.66,-1.16
24.8,53.3,0.17,26.24,0.09
24.2,56.0,0.23,27.32,-0.09
24.9,55.6,0.2,26.22,0.01
23.9,53.0,0.02,25.17,-0.03
20.3,56.5,0.02,21.43,-1.16
20.8,55.4,0.2,22.33,-1.23
28.7,58.5,0.5,29.94,0.55
26.2,46.4,0.0,27.3,0.63
29.3,43.0,0.63,29.57,0.35
29.5,69.7,0.54,30.01,0.81
29.0,56.5,0.25,29.79,1.01
29.0,76.1,0.63,29.81,0.68
28.8,74.4,0.38,30.15,0.94
29.3,68.9,0.37,30.85,1.07
27.3,43.7,0.25,30.06,0.63
30.4,51.9,0.46,31.11,0.98
28.5,61.5,0.54,31.28,0.62
17.6,59.8,0.1,18.74,-1.99
27.9,46.3,0.41,28.6,0.26
27.8,49.4,0.34,28.67,0.39
24.3,65.2,0.28,25.55,-0.34
20.1,68.6,0.06,20.58,-1.24
18.9,59.5,0.0,19.71,-1.63
19.5,74.5,0.0,20.31,-1.36
25.3,74.6,0.13,26.47,0.42
24.1,55.8,0.2,25.23,-0.25
26.5,48.4,0.04,27.6,0.73
28.3,61.5,0.11,31.0,1.56
28.1,79.9,0.15,29.13,1.36
27.0,75.1,0.13,28.33,1.0
29.5,40.3,0.19,30.05,1.18
28.6,58.1,0.28,29.42,0.84
28.8,74.0,0.57,30.09,0.69
29.7,75.7,0.18,30.77,1.71
30.5,68.1,0.62,32.08,1.15
31.1,55.7,0.55,32.61,1.22
27.7,47.9,0.6,28.5,0.01
24.8,57.7,0.1,26.22,0.28
28.7,60.3,0.37,31.58,0.93
16.9,54.1,0.1,18.04,-2.24
20.7,50.9,0.02,22.62,-0.96
31.0,51.5,0.65,32.87,1.07
28.4,47.5,0.46,29.36,0.37
17.0,75.7,0.2,17.2,-2.52
26.7,51.6,0.05,27.49,0.78
29.2,41.9,0.41,30.12,0.61
16.8,59.8,0.1,18.59,-2.16
28.8,74.0,0.57,30.09,0.69
20.1,68.6,0.06,20.58,-1.24
20.1,59.9,0.17,21.75,-1.3
23.8,52.9,0.1,25.7,0.02
25.2,53.6,0.05,25.67,0.28
23.1,63.2,0.01,23.74,-0.3
28.9,57.3,0.15,29.76,1.39
29.3,74.4,0.49,31.49,1.04
29.7,48.5,0.43,31.1,0.85
28.8,75.3,0.83,31.18,0.6
30.1,74.6,0.38,30.55,1.27
32.3,74.3,0.6,33.59,1.87
31.5,65.5,0.66,33.91,1.49
29.4,69.2,0.63,31.27,0.82
30.0,53.4,0.28,30.61,1.19
27.7,66.7,0.51,30.68,0.49
27.0,74.2,0.1,28.1,1.04
19.5,74.5,0.0,20.31,-1.36
28.3,61.5,0.11,31.0,1.56
27.0,75.1,0.13,28.33,1.0
28.5,56.6,0.52,30.25,0.49
31.9,68.4,0.35,33.19,1.93
29.7,75.7,0.35,31.0,1.3
31.1,56.2,0.62,33.2,1.22
27.7,47.9,0.6,28.5,0.01
27.8,45.6,0.45,29.0,0.22
27.6,51.0,0.48,29.07,0.2
24.2,66.1,0.22,25.17,-0.23
20.3,63.9,0.13,20.99,-1.27
25.1,55.4,0.03,26.05,0.33
28.8,79.8,0.42,29.96,0.93
28.4,78.8,0.43,29.34,0.74
29.2,54.1,0.74,30.34,0.42
28.5,79.2,0.3,29.13,0.96
29.6,81.8,0.96,30.55,0.77
31.8,79.5,0.24,32.18,2.19
31.1,72.7,0.21,31.84,1.99
28.7,71.3,0.27,29.91,1.08
28.7,71.3,0.27,29.91,1.08
26.6,72.6,0.31,27.45,0.3
28.5,50.2,0.42,29.2,0.46
28.8,65.6,0.34,29.88,0.88
21.6,50.3,0.07,22.88,-0.77
20.8,73.5,0.06,21.12,-1.01
20.4,56.5,0.03,21.04,-1.19
18.6,46.3,0.04,18.92,-1.85
17.2,62.8,0.05,17.2,-2.25
19.8,46.0,0.11,19.14,-1.6
27.0,74.2,0.1,28.1,1.04
27.0,75.1,0.13,28.33,1.0
29.5,40.3,0.19,30.05,1.18
28.5,56.6,0.52,30.25,0.49
28.7,73.5,0.47,30.15,0.78
30.3,68.7,0.26,31.49,1.59
30.4,66.1,0.52,32.62,1.25
27.7,47.9,0.6,28.5,0.01
27.5,49.6,0.51,29.25,0.15
24.2,66.1,0.22,25.17,-0.23
22.6,65.0,0.05,21.8,-0.64
20.0,70.5,0.07,20.81,-1.22
28.8,77.5,0.76,29.96,0.56
20.7,55.5,0.13,21.38,-1.2
27.1,50.1,0.0,27.41,0.82
19.5,74.5,0.0,20.31,-1.36
26.5,48.4,0.04,27.6,0.73
28.1,79.9,0.15,29.13,1.36
29.4,40.3,0.18,29.94,1.19
28.8,74.0,0.57,30.09,0.69
31.9,68.4,0.35,33.19,1.93
30.4,69.5,0.56,31.67,1.16
31.1,56.3,0.52,32.34,1.24
27.3,47.6,0.77,28.47,-0.2
27.9,45.7,0.41,28.83,0.28
27.6,51.0,0.48,29.07,0.2
27.0,74.2,0.1,28.1,1.04
18.9,57.9,0.14,19.25,-1.71
19.7,58.9,0.1,20.99,-1.32
22.1,65.0,0.02,22.58,-0.63
28.7,50.3,0.16,29.22,1.16
28.7,44.1,0.37,28.92,0.48
29.0,55.3,0.34,30.51,0.87
29.3,68.9,0.37,30.85,1.07
27.3,43.7,0.25,30.45,0.68
30.2,55.2,0.39,32.22,1.21
30.9,52.3,0.71,33.11,1.03
28.5,61.5,0.54,31.28,0.62
25.2,74.5,0.13,27.21,0.51
27.9,51.4,0.33,29.41,0.53
20.0,55.6,0.08,20.97,-1.28
20.0,71.6,0.09,20.32,-1.28
28.4,64.6,0.18,29.84,1.23
17.6,59.8,0.1,18.74,-1.99
25.3,73.4,0.13,26.64,0.44
24.1,55.8,0.2,25.23,-0.25
29.7,75.7,0.35,30.79,1.27
20.1,68.6,0.06,20.58,-1.24
24.4,41.5,0.12,23.9,-0.29
24.0,41.9,0.1,23.68,-0.31
23.5,41.2,0.09,22.22,-0.57
22.8,43.8,0.1,22.32,-0.67
23.1,45.0,0.03,23.58,-0.44
23.4,45.4,0.13,23.4,-0.53
25.5,41.8,0.13,22.96,-0.26
24.5,43.4,0.09,23.7,-0.19
24.3,41.9,0.07,24.14,-0.17
24.0,41.3,0.09,23.2,-0.35
23.9,41.8,0.08,23.74,-0.29
24.0,41.6,0.12,23.5,-0.41
24.1,40.8,0.09,23.62,-0.28
24.0,40.8,0.13,23.83,-0.4
24.5,46.6,0.14,22.42,-0.39
23.9,47.5,0.48,23.4,-1.07
23.4,44.9,0.2,22.25,-0.8
23.4,44.9,0.2,22.25,-0.8
23.4,44.9,0.2,22.25,-0.8
23.9,42.7,0.06,24.54,-0.18
23.9,42.8,0.07,24.69,-0.16
24.4,41.9,0.1,24.56,-0.13
24.4,41.9,0.09,24.56,-0.1
24.1,40.9,0.35,22.05,-1.02
24.1,40.3,0.08,21.05,-0.63
23.3,42.1,0.15,23.48,-0.5
23.6,42.5,0.11,23.93,-0.37
23.7,41.8,0.1,23.7,-0.36
22.2,44.5,0.72,20.7,-1.99
22.2,45.6,0.1,22.84,-0.69
23.1,41.6,0.1,23.26,-0.51
22.7,41.1,0.14,22.35,-0.71
23.4,43.9,0.13,23.57,-0.52
22.9,42.8,0.12,21.56,-0.84
24.5,41.0,0.26,22.85,-0.71
24.0,43.1,0.23,21.41,-0.88
23.0,44.9,0.15,22.29,-0.69
22.8,44.1,0.14,22.8,-0.62
22.5,45.4,0.15,22.32,-0.77
22.8,52.2,0.12,23.47,-0.54
23.9,46.5,0.16,24.61,-0.27
23.7,45.9,0.09,23.06,-0.39
22.9,47.0,0.15,22.9,-0.61
23.9,43.9,0.14,24.07,-0.27
23.5,44.1,0.1,23.18,-0.44
23.1,45.3,0.16,21.84,-0.77
22.7,46.4,0.15,22.17,-0.74
22.7,46.5,0.15,22.17,-0.74
23.4,46.4,0.08,22.92,-0.46
23.2,47.2,0.15,22.67,-0.6
25.1,42.2,0.2,25.85,-0.1
25.6,41.7,0.13,25.6,0.12
25.6,41.3,0.08,24.97,0.16
25.2,48.7,0.24,25.8,-0.17
25.3,46.9,0.29,24.45,-0.42
25.7,46.9,0.22,25.89,-0.03
23.6,58.9,0.09,23.44,-0.28
23.6,58.9,0.09,23.44,-0.28
23.3,61.3,0.13,22.28,-0.6
23.4,59.6,0.07,23.88,-0.25
23.2,60.5,0.13,24.38,-0.33
23.4,59.9,0.11,23.07,-0.41
23.4,59.9,0.08,23.4,-0.31
23.6,59.9,0.11,23.6,-0.3
24.6,49.9,0.07,22.52,-0.28
23.6,51.9,0.08,22.96,-0.39
24.8,45.1,0.13,23.95,-0.22
24.8,44.0,0.19,25.73,-0.12
23.6,45.6,0.07,22.48,-0.49
24.1,40.4,0.08,24.1,-0.22
23.4,40.9,0.09,22.28,-0.58
22.3,50.8,0.13,20.41,-1.08
21.5,52.2,0.28,20.65,-1.52
22.0,47.9,0.1,22.8,-0.72
22.4,47.5,0.13,22.06,-0.87
22.5,47.5,0.08,22.34,-0.69
22.5,47.6,0.03,22.18,-0.71
22.3,48.0,0.14,20.73,-0.95
20.9,49.0,0.13,19.35,-1.47
20.9,58.3,0.07,21.38,-1.05
22.5,46.9,0.09,22.34,-0.7
21.2,57.1,0.12,21.87,-1.0
22.0,59.9,0.09,21.84,-0.77
22.1,61.0,0.03,21.94,-0.74
22.0,51.1,0.11,20.85,-1.0
22.1,46.5,0.1,23.54,-0.61
21.6,47.8,0.25,19.53,-1.58
21.6,52.7,0.18,22.16,-1.03
22.0,44.3,0.15,20.58,-1.09
22.5,50.8,0.07,23.14,-0.57
22.8,49.5,0.12,22.97,-0.63
23.0,52.7,0.18,23.18,-0.64
21.8,49.0,0.16,21.08,-1.07
24.7,53.4,0.18,21.73,-0.54
23.4,56.2,0.19,21.51,-0.79
23.5,54.9,0.1,23.5,-0.33
23.5,54.5,0.08,23.02,-0.38
25.5,49.5,0.17,22.77,-0.28
24.3,48.1,0.19,23.36,-0.47
23.1,47.4,0.1,21.98,-0.65
22.6,48.5,0.16,22.06,-0.8
24.9,45.5,0.13,23.71,-0.23
24.1,46.3,0.19,22.97,-0.56
24.6,45.8,0.24,24.0,-0.49
24.6,45.5,0.24,24.0,-0.49
24.2,46.9,0.07,23.4,-0.25
25.1,49.2,0.1,23.35,-0.14
23.6,46.5,0.28,21.05,-1.08
22.8,48.4,0.1,21.68,-0.73
23.2,46.9,0.28,19.78,-1.29
23.8,50.8,0.1,25.23,-0.06
23.8,47.9,0.32,21.59,-1.04
24.4,60.7,0.04,23.44,-0.12
24.5,59.8,0.19,25.06,-0.14
24.4,58.9,0.09,24.08,-0.05
24.5,61.5,0.13,24.16,-0.13
24.3,47.8,0.14,21.87,-0.49
24.7,44.7,0.09,23.42,-0.19
25.2,70.1,0.18,26.66,0.29
25.8,48.6,0.32,25.8,-0.24
24.9,42.2,0.03,26.48,0.26
24.0,64.9,0.12,22.33,-0.41
23.3,70.3,0.12,22.8,-0.44
23.1,72.0,0.28,22.25,-0.88
24.4,48.5,0.32,21.53,-0.93
22.0,49.7,0.12,20.99,-1.03
22.2,49.1,0.1,22.52,-0.71
22.2,48.1,0.11,21.54,-0.89
23.4,56.4,0.09,23.4,-0.33
23.4,55.9,0.09,23.4,-0.34
23.4,56.4,0.09,23.4,-0.33
23.5,56.9,0.09,23.5,-0.3
23.8,59.1,0.14,22.76,-0.37
23.7,58.7,0.14,22.49,-0.43
23.7,58.7,0.14,22.49,-0.43
23.8,59.1,0.14,22.76,-0.37
23.6,71.5,0.19,23.79,-0.38
24.0,53.1,0.1,23.68,-0.24
24.1,48.7,0.13,23.76,-0.34
24.0,57.1,0.1,23.84,-0.19
25.3,48.6,0.29,21.67,-0.7
23.7,63.6,0.07,24.34,-0.11
25.3,59.5,0.08,24.67,0.2
25.2,59.6,0.1,24.72,0.14
25.0,43.3,0.13,25.34,-0.01
25.6,41.3,0.05,25.28,0.2
25.6,41.4,0.08,24.97,0.16
23.5,46.5,0.13,23.33,-0.52
24.0,45.7,0.15,24.87,-0.18
25.4,41.7,0.19,22.96,-0.38
23.9,44.7,0.31,23.47,-0.82
23.5,44.9,0.16,23.32,-0.52
23.5,44.9,0.12,23.33,-0.49
23.7,43.9,0.13,23.87,-0.42
23.6,46.4,0.13,22.58,-0.6
23.4,46.3,0.14,22.18,-0.6
24.5,47.0,0.15,24.15,-0.19
24.7,45.9,0.11,24.54,-0.09
24.3,46.4,0.49,22.77,-1.05
23.6,43.8,0.17,22.69,-0.63
23.0,46.2,0.24,22.4,-0.95
24.1,43.2,0.13,22.91,-0.49
23.1,45.5,0.11,22.77,-0.59
23.6,41.3,0.3,24.03,-0.82
24.4,48.9,0.23,24.79,-0.39
23.6,42.8,0.08,22.32,-0.53
24.5,43.9,0.08,24.34,-0.1
24.4,43.9,0.08,24.08,-0.15
23.3,52.1,0.11,22.81,-0.51
23.1,52.1,0.12,22.93,-0.57
22.7,51.6,0.09,22.54,-0.6
22.6,51.6,0.1,22.6,-0.62
23.0,51.1,0.08,22.52,-0.56
23.1,50.9,0.09,22.46,-0.55
21.9,52.1,0.09,21.9,-0.83
21.7,53.6,0.15,20.99,-1.03
22.9,50.1,0.1,24.33,-0.34
23.8,48.0,0.07,23.96,-0.24
23.8,49.1,0.11,23.64,-0.34
22.8,51.7,0.21,21.44,-0.99
23.3,57.6,0.58,19.16,-1.62
23.2,55.6,0.14,23.89,-0.33
24.2,52.6,0.1,24.36,-0.11
24.3,51.7,0.1,23.82,-0.18
23.6,55.3,0.13,22.75,-0.52
23.2,55.5,0.13,22.18,-0.66
24.0,44.2,0.1,24.79,-0.14
23.7,44.1,0.11,22.39,-0.56
23.3,44.6,0.24,22.9,-0.84
22.6,46.6,0.15,23.48,-0.59
23.1,43.9,0.3,22.88,-1.03
23.2,45.4,0.11,22.87,-0.56
22.8,47.3,0.17,21.52,-0.88
23.0,46.0,0.14,23.69,-0.45
23.4,45.0,0.07,23.72,-0.36
22.6,46.9,0.13,22.09,-0.83
22.2,57.7,0.28,21.35,-1.26
22.4,51.1,0.15,23.63,-0.58
23.3,49.5,0.15,23.48,-0.46
23.2,40.3,0.07,22.56,-0.58
22.8,41.2,0.13,21.26,-0.95
23.3,47.3,0.11,23.79,-0.41
23.3,47.3,0.11,23.79,-0.41
23.7,49.0,0.06,23.06,-0.37
23.6,59.2,0.08,24.4,-0.14
23.9,58.3,0.07,24.54,-0.08
23.6,54.6,0.21,20.48,-0.94
22.8,56.8,0.13,22.12,-0.73
21.7,56.3,0.13,21.01,-1.07
21.9,59.7,0.26,22.52,-1.14
22.0,55.8,0.28,20.72,-1.38
22.7,47.9,0.14,22.7,-0.62
24.5,45.5,0.35,23.37,-0.78
25.4,43.5,0.1,26.19,0.27
25.6,42.3,0.22,24.43,-0.25
25.2,42.5,0.14,23.65,-0.14
23.8,44.5,0.05,22.04,-0.52
22.7,50.0,0.2,22.32,-0.88
22.4,49.5,0.16,21.14,-0.95
24.5,43.2,0.13,20.56,-0.74
25.2,43.5,0.12,21.86,-0.43
24.2,42.6,0.23,22.81,-0.69
23.4,42.0,0.09,21.47,-0.68
23.7,45.0,0.12,24.2,-0.34
24.3,42.7,0.08,19.95,-0.73
22.8,44.9,0.25,22.39,-1.02
24.9,42.3,0.13,19.93,-0.77
24.3,43.1,0.07,25.25,-0.01
24.7,41.7,0.12,23.7,-0.27
24.4,42.9,0.1,23.6,-0.26
25.1,42.3,0.12,21.59,-0.49
24.4,51.2,0.1,23.92,-0.15
23.8,43.4,0.1,23.8,-0.32
23.8,43.2,0.12,23.97,-0.37
23.9,42.4,0.09,23.9,-0.27
24.6,40.1,0.16,24.78,-0.18
24.9,40.8,0.13,23.88,-0.24
24.8,40.7,0.16,23.91,-0.27
24.3,41.5,0.15,22.89,-0.43
24.1,42.0,0.17,22.83,-0.54
25.5,40.5,0.17,23.32,-0.27
23.9,49.2,0.15,21.6,-0.62
22.5,59.8,0.14,22.67,-0.59
22.4,43.4,0.14,21.7,-0.83
22.9,47.2,0.16,23.79,-0.54
24.6,58.1,0.13,25.44,0.04
24.9,51.7,0.17,24.36,-0.15
20.5,59.8,0.16,20.86,-1.28
22.7,50.0,0.12,22.87,-0.65
22.9,48.7,0.07,23.38,-0.47
19.8,57.6,0.11,20.3,-1.39
20.4,57.4,0.03,21.04,-1.19
22.7,49.5,0.09,22.7,-0.6
22.9,50.2,0.12,23.23,-0.57
20.3,58.3,0.08,20.14,-1.32
22.8,51.8,0.07,23.28,-0.49
18.7,65.6,0.1,18.86,-1.74
22.4,55.2,0.11,22.4,-0.7
22.4,55.3,0.05,22.24,-0.68
25.2,45.5,0.13,24.86,-0.03
23.5,49.8,0.14,23.5,-0.38
22.9,49.9,0.11,22.74,-0.6
22.8,52.2,0.07,23.12,-0.51
23.8,47.4,0.08,23.64,-0.29
25.6,45.2,0.12,25.43,0.15
23.7,48.9,0.04,23.54,-0.31
22.8,52.7,0.1,22.8,-0.55
23.4,43.9,0.03,23.56,-0.39
20.8,49.6,0.04,20.8,-1.19
21.0,50.7,0.07,21.64,-1.04
22.9,43.5,0.07,22.74,-0.59
23.2,44.0,0.05,23.52,-0.43
20.7,50.7,0.11,21.03,-1.18
21.4,51.7,0.17,21.22,-1.15
21.3,52.0,0.06,21.3,-1.02
20.4,53.6,0.08,20.4,-1.29
25.0,41.3,0.07,25.0,0.06
21.7,45.5,0.09,21.54,-0.95
24.2,41.7,0.11,24.2,-0.25
21.8,49.9,0.08,22.12,-0.83
21.1,41.9,0.24,21.3,-1.49
22.8,42.2,0.11,22.96,-0.63
21.7,45.7,0.09,21.38,-0.97
22.8,42.1,0.14,22.8,-0.63
22.0,44.0,0.08,22.48,-0.78
21.4,40.5,0.1,21.4,-1.05
19.9,52.4,0.08,20.06,-1.43
21.8,47.6,0.06,21.8,-0.89
23.0,43.1,0.09,23.0,-0.54
24.1,40.7,0.05,24.1,-0.22
23.1,43.3,0.1,22.94,-0.54
22.5,44.7,0.11,22.34,-0.75
24.7,40.0,0.12,24.37,-0.19
19.9,56.1,0.1,20.22,-1.39
23.9,43.5,0.11,23.74,-0.34
21.9,47.8,0.1,22.54,-0.77
23.1,54.3,0.05,23.1,-0.44
21.8,58.1,0.03,22.12,-0.78
22.9,57.1,0.11,22.74,-0.56
21.1,63.2,0.09,21.26,-1.0
21.9,57.7,0.12,22.4,-0.8
23.5,51.8,0.1,23.5,-0.35
21.9,57.2,0.12,22.4,-0.81
21.6,60.3,0.11,21.6,-0.9
22.6,54.8,0.13,22.43,-0.74
21.7,60.3,0.09,21.7,-0.85
23.5,53.1,0.07,23.66,-0.3
21.6,56.8,0.13,21.6,-1.01
22.4,56.7,0.11,22.56,-0.66
22.4,56.7,0.12,22.57,-0.7
21.8,55.4,0.15,21.8,-0.9
21.3,56.5,0.08,21.46,-0.97
20.7,60.4,0.11,20.7,-1.17
21.9,54.2,0.07,22.06,-0.8
22.8,53.4,0.1,22.96,-0.52
21.2,57.5,0.05,21.68,-0.96
21.3,57.5,0.06,21.78,-0.92
22.7,53.4,0.08,22.86,-0.55
22.3,60.4,0.11,22.46,-0.67
22.0,58.8,0.13,21.83,-0.9
22.1,60.0,0.08,22.26,-0.7
20.7,66.2,0.1,20.54,-1.15
23.8,55.6,0.12,23.47,-0.35
19.7,69.5,0.09,19.54,-1.45
22.1,62.0,0.05,22.1,-0.71
23.9,54.6,0.11,23.9,-0.25
22.2,62.0,0.07,22.2,-0.68
22.2,60.9,0.04,21.88,-0.73
19.5,71.5,0.03,19.5,-1.48
22.6,54.6,0.06,22.92,-0.55
24.7,49.2,0.09,24.54,0.0
21.3,55.0,0.12,21.3,-1.07
22.6,54.6,0.08,22.92,-0.55
23.3,52.0,0.13,23.13,-0.54
20.2,61.9,0.05,20.2,-1.31
24.1,50.5,0.07,23.94,-0.17
22.1,56.3,0.04,22.42,-0.7
21.2,60.8,0.06,21.04,-1.02
23.0,54.3,0.1,23.0,-0.48
20.2,60.3,0.16,20.38,-1.4
19.2,66.4,0.07,19.52,-1.56
20.2,56.4,0.05,20.36,-1.32
20.5,58.9,0.09,20.66,-1.21
20.7,56.3,0.07,21.02,-1.14
20.8,53.8,0.1,20.8,-1.16
21.3,54.5,0.04,21.3,-1.0
21.7,53.3,0.13,21.53,-1.02
21.7,55.7,0.1,21.54,-0.89
22.7,57.5,0.08,24.13,-0.36
20.6,60.4,0.1,20.6,-1.19
21.2,59.2,0.08,21.68,-0.95
20.8,61.7,0.06,20.96,-1.1
22.3,60.3,0.07,24.05,-0.42
18.9,71.3,0.08,19.22,-1.63
20.8,61.7,0.1,20.8,-1.12
22.6,58.5,0.09,22.76,-0.55
20.6,65.7,0.09,20.76,-1.14
23.4,57.5,0.12,24.73,-0.23
23.3,59.8,0.11,22.81,-0.46
22.6,62.1,0.07,22.92,-0.51
22.1,64.6,0.06,22.1,-0.69
23.0,59.6,0.11,22.84,-0.51
21.9,62.6,0.12,21.9,-0.84
22.6,62.3,0.07,22.76,-0.53
21.2,64.7,0.1,21.2,-0.98
24.0,60.1,0.07,24.0,-0.12
22.7,65.1,0.1,22.7,-0.5
24.1,59.6,0.08,24.26,-0.07
20.7,41.7,0.11,21.03,-1.23
19.9,42.0,0.09,20.38,-1.44
20.0,41.8,0.08,20.32,-1.44
20.7,41.6,0.06,21.02,-1.22
20.5,40.5,0.08,20.82,-1.29
20.5,40.5,0.09,20.82,-1.29
19.6,50.2,0.11,20.1,-1.49
20.4,44.1,0.14,20.58,-1.33
21.0,44.5,0.05,22.28,-0.99
20.0,48.8,0.07,20.32,-1.4
21.2,43.5,0.09,21.2,-1.1
19.7,48.0,0.09,20.18,-1.48
19.6,48.3,0.11,19.43,-1.59
19.8,47.7,0.1,19.8,-1.51
21.2,46.6,0.07,21.2,-1.08
21.1,47.3,0.13,20.93,-1.24
20.2,51.5,0.12,20.37,-1.39
17.4,62.2,0.04,17.24,-2.21
17.4,62.1,0.11,17.23,-2.21
21.1,54.9,0.12,21.6,-1.06
23.0,48.3,0.14,22.83,-0.55
21.1,54.8,0.11,21.26,-1.06
23.4,47.5,0.06,22.76,-0.48
21.2,51.9,0.11,20.54,-1.16
21.3,53.5,0.09,21.3,-1.01
19.4,61.8,0.09,19.08,-1.6
24.4,44.9,0.11,23.75,-0.25
20.2,70.3,0.06,21.17,-1.14
24.0,53.8,0.06,23.36,-0.25
24.0,53.8,0.05,23.36,-0.25
23.5,53.5,0.06,23.34,-0.34
22.5,58.4,0.06,22.5,-0.6
21.1,62.8,0.05,21.74,-0.94
23.1,55.5,0.04,23.26,-0.41
20.4,67.8,0.11,20.56,-1.2
21.7,60.6,0.05,22.34,-0.76
20.3,68.3,0.06,20.46,-1.22
21.7,59.3,0.16,21.52,-0.98
