id,time,temperature,humidity,air_flow,mrt,pmv,thermal_comfort
840,2025-05-21 09:26:36.090786,30.9,85.2,0.09,30.11,1.9615,Warm
841,2025-05-21 09:28:47.602225,30.9,84.4,0.09,30.11,1.9615,Warm
842,2025-05-21 09:30:23.05542,30.9,84.9,0.09,30.11,1.9615,Warm
843,2025-05-21 09:30:52.964469,30.9,85.0,0.19,30.05,1.8344,Slightly Warm
844,2025-05-21 09:31:23.267499,30.9,84.8,0.28,29.91,1.5821,Slightly Warm
845,2025-05-21 09:33:00.739256,30.9,84.8,0.09,30.11,1.9615,Warm
846,2025-05-21 10:03:09.874979,31.2,78.4,0.09,30.96,2.1579,Warm
847,2025-05-21 10:04:33.207953,31.2,77.9,0.08,30.81,2.1159,Warm
848,2025-05-21 10:04:59.307137,31.1,77.6,0.17,30.73,2.0135,Slightly Warm
849,2025-05-21 10:05:29.726065,31.1,77.6,0.27,30.62,1.6734,Slightly Warm
850,2025-05-21 10:05:59.723913,31.0,77.7,0.35,30.55,1.5326,Slightly Warm
851,2025-05-21 10:06:30.012802,30.9,77.9,0.4,30.49,1.4486,Slightly Warm
852,2025-05-21 10:06:59.702614,31.0,78.2,0.45,30.43,1.4169,Slightly Warm
853,2025-05-21 10:07:30.249364,30.9,78.5,0.49,30.38,1.3127,Slightly Warm
854,2025-05-21 10:07:59.928294,30.9,78.2,0.53,30.27,1.2752,Slightly Warm
855,2025-05-21 10:08:30.513728,30.9,78.5,0.58,30.26,1.2464,Slightly Warm
856,2025-05-21 10:09:00.138394,30.9,78.6,0.63,30.25,1.2145,Slightly Warm
857,2025-05-21 10:09:30.670578,30.9,78.6,0.63,30.15,1.2124,Slightly Warm
858,2025-05-21 10:10:00.345862,30.9,78.5,0.62,30.15,1.2258,Slightly Warm
859,2025-05-21 10:10:30.76298,30.9,78.6,0.62,30.15,1.2258,Slightly Warm
860,2025-05-21 10:11:00.799581,30.9,78.4,0.63,30.15,1.2124,Slightly Warm
861,2025-05-21 10:11:31.29233,30.9,78.1,0.63,30.04,1.2124,Slightly Warm
862,2025-05-21 10:12:01.097046,30.9,77.6,0.64,30.04,1.2191,Slightly Warm
863,2025-05-21 10:12:34.809507,30.9,77.4,0.66,30.04,1.2197,Slightly Warm
864,2025-05-21 10:13:02.003931,30.8,77.5,0.67,30.0,1.1901,Slightly Warm
865,2025-05-21 10:13:31.089434,30.8,77.4,0.69,29.99,1.1293,Slightly Warm
866,2025-05-21 10:14:01.195278,30.8,76.9,0.72,29.88,1.1023,Normal
867,2025-05-21 10:14:31.517213,30.8,77.0,0.7,29.88,1.1046,Slightly Warm
868,2025-05-21 10:15:01.433727,30.8,77.0,0.68,29.89,1.1027,Slightly Warm
869,2025-05-21 10:15:31.537193,30.8,77.0,0.66,29.89,1.1673,Slightly Warm
870,2025-05-21 10:16:01.411595,30.8,76.7,0.65,29.8,1.1695,Slightly Warm
871,2025-05-21 10:16:31.768656,30.8,76.7,0.65,29.8,1.1695,Slightly Warm
872,2025-05-21 10:17:01.627529,30.8,76.6,0.65,29.8,1.1695,Slightly Warm
873,2025-05-21 10:17:35.739974,30.7,76.6,0.67,29.75,1.1175,Slightly Warm
874,2025-05-21 10:18:01.857051,30.8,76.7,0.71,29.67,1.0874,Normal
875,2025-05-21 10:18:35.444471,30.7,76.5,0.7,29.74,1.0544,Normal
876,2025-05-21 10:19:02.091889,30.7,76.5,0.7,29.74,1.0544,Normal
877,2025-05-21 10:19:35.871217,30.7,77.6,0.7,29.64,1.0552,Normal
878,2025-05-21 10:20:02.290881,30.7,77.0,0.72,29.63,1.0291,Normal
879,2025-05-21 10:20:32.608102,30.7,77.2,0.7,29.64,1.0267,Normal
880,2025-05-21 10:21:02.4828,30.7,77.8,0.68,29.64,1.0612,Slightly Warm
881,2025-05-21 10:21:32.807456,30.8,77.6,0.67,29.58,1.152,Slightly Warm
882,2025-05-21 10:22:03.089133,30.8,77.0,0.67,29.48,1.1233,Normal
883,2025-05-21 10:22:33.032064,30.8,77.0,0.63,29.6,1.1197,Slightly Warm
884,2025-05-21 10:23:03.308335,30.8,77.1,0.62,29.6,1.1327,Slightly Warm
885,2025-05-21 10:23:37.292777,30.8,77.4,0.62,29.6,1.1628,Slightly Warm
886,2025-05-21 10:24:03.736321,30.8,77.0,0.62,29.6,1.1327,Slightly Warm
887,2025-05-21 10:24:33.627017,30.8,76.6,0.63,29.6,1.1197,Slightly Warm
888,2025-05-21 10:25:04.029652,30.8,76.6,0.62,29.6,1.1327,Slightly Warm
889,2025-05-21 10:25:33.65096,30.7,77.3,0.62,29.67,1.1309,Slightly Warm
890,2025-05-21 10:26:03.558173,30.8,76.7,0.6,29.61,1.1262,Slightly Warm
891,2025-05-21 10:26:33.839478,30.7,76.8,0.59,29.68,1.1271,Slightly Warm
892,2025-05-21 10:27:03.82699,30.8,76.7,0.57,29.62,1.1508,Slightly Warm
893,2025-05-21 10:27:34.052479,30.8,76.9,0.57,29.63,1.1508,Slightly Warm
894,2025-05-21 10:28:04.172333,30.8,76.9,0.55,29.63,1.1607,Slightly Warm
895,2025-05-21 10:28:34.277631,30.8,77.9,0.52,29.65,1.2255,Slightly Warm
896,2025-05-21 10:29:04.408254,30.8,78.1,0.48,29.67,1.2928,Slightly Warm
897,2025-05-21 10:30:04.600007,30.8,77.6,0.43,29.69,1.3363,Slightly Warm
898,2025-05-21 10:30:55.458979,30.8,78.0,0.47,29.67,1.2928,Slightly Warm
899,2025-05-21 10:31:04.618918,30.8,77.8,0.52,29.65,1.2255,Slightly Warm
900,2025-05-21 10:31:34.484286,30.8,78.1,0.52,29.74,1.2416,Slightly Warm
901,2025-05-21 10:32:05.067617,30.8,79.0,0.55,29.73,1.2059,Slightly Warm
902,2025-05-21 10:35:24.360308,30.9,78.5,0.09,30.11,1.9506,Warm
903,2025-05-21 10:37:23.084476,30.9,78.8,0.09,30.11,1.9549,Warm
904,2025-05-21 10:37:52.873424,31.0,78.5,0.14,30.06,1.9387,Slightly Warm
905,2025-05-21 10:39:07.138571,31.0,78.6,0.06,30.24,2.0254,Warm
906,2025-05-21 10:39:36.271793,31.0,78.4,0.13,30.22,1.9935,Warm
907,2025-05-21 10:40:03.52674,31.0,78.2,0.19,30.18,1.893,Slightly Warm
908,2025-05-21 10:40:36.252058,31.0,78.6,0.26,30.14,1.657,Slightly Warm
909,2025-05-21 10:41:03.501559,31.0,78.6,0.31,30.11,1.5288,Slightly Warm
910,2025-05-21 10:41:33.803997,31.0,78.3,0.36,30.09,1.482,Slightly Warm
911,2025-05-21 10:42:04.13596,31.0,78.0,0.46,30.05,1.3336,Slightly Warm
912,2025-05-21 10:42:33.818229,31.0,78.3,0.54,30.02,1.2406,Slightly Warm
913,2025-05-21 10:43:04.313255,31.0,79.4,0.59,30.1,1.238,Slightly Warm
914,2025-05-21 10:43:34.024124,31.0,78.9,0.64,30.08,1.2356,Slightly Warm
915,2025-05-21 10:44:04.131216,31.1,79.2,0.62,30.03,1.2518,Slightly Warm
916,2025-05-21 10:45:10.663597,31.1,78.0,0.59,30.04,1.2417,Slightly Warm
917,2025-05-21 10:45:34.673317,31.1,77.7,0.55,30.15,1.2465,Slightly Warm
918,2025-05-21 10:49:05.058539,31.2,77.6,0.46,30.14,1.3514,Slightly Warm
919,2025-05-21 10:49:52.957975,31.2,77.8,0.47,30.23,1.3779,Slightly Warm
920,2025-05-21 10:52:14.682958,31.2,78.1,0.49,30.22,1.3142,Slightly Warm
921,2025-05-21 10:52:41.332804,31.2,77.8,0.47,30.22,1.3779,Slightly Warm
922,2025-05-21 10:53:11.400882,31.2,77.4,0.5,30.21,1.3203,Slightly Warm
923,2025-05-21 10:53:41.907801,31.2,77.7,0.52,30.3,1.3262,Slightly Warm
924,2025-05-21 10:54:11.591819,31.2,77.5,0.53,30.2,1.3141,Slightly Warm
925,2025-05-21 10:54:41.93683,31.2,77.7,0.54,30.29,1.2934,Slightly Warm
926,2025-05-21 10:55:15.573899,31.2,77.2,0.54,30.3,1.2733,Slightly Warm
927,2025-05-21 10:55:41.960693,31.2,77.7,0.53,30.3,1.3141,Slightly Warm
928,2025-05-21 10:56:12.056853,31.2,77.5,0.51,30.31,1.3345,Slightly Warm
929,2025-05-21 10:56:42.33189,31.2,76.7,0.51,30.31,1.316,Slightly Warm
930,2025-05-21 10:57:12.052297,31.2,75.9,0.5,30.31,1.2926,Slightly Warm
931,2025-05-21 10:57:42.344335,31.2,75.8,0.5,30.31,1.2926,Slightly Warm
932,2025-05-21 10:58:12.284114,31.2,75.1,0.48,30.32,1.3268,Slightly Warm
933,2025-05-21 10:58:43.608322,31.2,74.9,0.48,30.32,1.3268,Slightly Warm
934,2025-05-21 10:59:12.482253,31.2,75.2,0.47,30.32,1.3216,Slightly Warm
935,2025-05-21 10:59:42.560146,31.2,75.6,0.47,30.32,1.3494,Slightly Warm
936,2025-05-21 11:00:12.91334,31.2,75.4,0.47,30.32,1.3494,Slightly Warm
937,2025-05-21 11:00:42.599443,31.2,75.4,0.47,30.32,1.3494,Slightly Warm
938,2025-05-21 11:01:16.119479,31.2,76.2,0.49,30.31,1.2917,Slightly Warm
939,2025-05-21 11:01:42.756628,31.2,76.4,0.5,30.31,1.2978,Slightly Warm
940,2025-05-21 11:02:13.128234,31.2,76.5,0.51,30.31,1.316,Slightly Warm
941,2025-05-21 11:02:43.034304,31.2,76.9,0.52,30.3,1.3077,Slightly Warm
942,2025-05-21 11:03:13.9206,31.2,77.0,0.51,30.31,1.316,Slightly Warm
943,2025-05-21 11:03:43.233191,31.2,77.3,0.5,30.31,1.2978,Slightly Warm
944,2025-05-21 11:04:13.757031,31.2,77.2,0.5,30.31,1.2978,Slightly Warm
945,2025-05-21 11:04:43.679437,31.2,77.2,0.48,30.32,1.3576,Slightly Warm
946,2025-05-21 11:05:14.201918,31.2,77.3,0.51,30.31,1.316,Slightly Warm
947,2025-05-21 11:05:43.85632,31.2,77.5,0.52,30.3,1.3262,Slightly Warm
948,2025-05-21 11:06:13.942663,31.2,77.4,0.51,30.31,1.3345,Slightly Warm
949,2025-05-21 11:06:44.073918,31.2,77.4,0.49,30.31,1.3142,Slightly Warm
950,2025-05-21 11:07:14.228643,31.2,77.4,0.48,30.32,1.3801,Slightly Warm
951,2025-05-21 11:07:44.096915,31.3,77.1,0.47,30.27,1.3759,Slightly Warm
952,2025-05-21 11:08:14.398012,31.3,77.0,0.48,30.27,1.3781,Slightly Warm
953,2025-05-21 11:09:11.535644,31.2,77.1,0.48,30.41,1.3886,Slightly Warm
954,2025-05-21 11:09:19.086482,31.3,77.1,0.47,30.27,1.3759,Slightly Warm
955,2025-05-21 11:09:44.891937,31.3,77.2,0.47,30.36,1.3759,Slightly Warm
956,2025-05-21 11:10:15.617483,31.2,77.3,0.44,30.33,1.3785,Slightly Warm
957,2025-05-21 11:10:45.155174,31.3,77.3,0.45,30.28,1.3986,Slightly Warm
958,2025-05-21 11:11:15.241593,31.3,77.2,0.44,30.28,1.3762,Slightly Warm
959,2025-05-21 11:11:45.34628,31.3,77.3,0.46,30.37,1.4053,Slightly Warm
960,2025-05-21 11:12:15.414057,31.2,77.2,0.45,30.42,1.4143,Slightly Warm
961,2025-05-21 11:12:45.518358,31.2,77.2,0.46,30.42,1.3858,Slightly Warm
962,2025-05-21 11:13:15.405269,31.3,76.8,0.46,30.37,1.4053,Slightly Warm
963,2025-05-21 11:13:45.751984,31.3,77.2,0.45,30.37,1.4287,Slightly Warm
964,2025-05-21 11:14:15.442455,31.3,77.1,0.45,30.37,1.4287,Slightly Warm
965,2025-05-21 11:14:45.970527,31.3,77.0,0.45,30.37,1.4287,Slightly Warm
966,2025-05-21 11:15:15.626845,31.3,77.0,0.46,30.37,1.4053,Slightly Warm
967,2025-05-21 11:15:46.144654,31.3,77.0,0.46,30.37,1.4053,Slightly Warm
968,2025-05-21 11:16:16.044034,31.3,76.8,0.46,30.37,1.4053,Slightly Warm
969,2025-05-21 11:16:46.393396,31.3,76.8,0.44,30.38,1.406,Slightly Warm
970,2025-05-21 11:17:16.101364,31.3,76.7,0.46,30.37,1.4053,Slightly Warm
971,2025-05-21 11:17:46.575002,31.3,76.7,0.46,30.37,1.4053,Slightly Warm
972,2025-05-21 11:20:07.904401,31.3,76.8,0.48,30.36,1.3781,Slightly Warm
973,2025-05-21 11:20:12.299417,31.3,76.8,0.47,30.46,1.4064,Slightly Warm
974,2025-05-21 11:20:46.8147,31.3,76.8,0.47,30.46,1.4064,Slightly Warm
975,2025-05-21 11:21:11.196466,31.3,76.5,0.46,30.46,1.4053,Slightly Warm
976,2025-05-21 11:21:40.873972,31.3,76.4,0.45,30.47,1.4287,Slightly Warm
977,2025-05-21 11:22:20.441079,31.3,76.4,0.43,30.48,1.4222,Slightly Warm
978,2025-05-21 11:22:41.10635,31.3,76.6,0.42,30.48,1.421,Slightly Warm
979,2025-05-21 11:23:11.42158,31.4,76.5,0.43,30.42,1.4665,Slightly Warm
980,2025-05-21 11:23:41.710076,31.4,76.3,0.42,30.43,1.4599,Slightly Warm
981,2025-05-21 11:24:12.008863,31.4,76.3,0.42,30.43,1.4599,Slightly Warm
982,2025-05-21 11:24:41.502825,31.3,76.1,0.41,30.48,1.4238,Slightly Warm
983,2025-05-21 11:25:11.825559,31.3,75.9,0.41,30.48,1.4179,Slightly Warm
984,2025-05-21 11:25:42.115842,31.3,76.4,0.41,30.48,1.4238,Slightly Warm
985,2025-05-21 11:26:14.675583,31.3,75.9,0.41,30.48,1.4179,Slightly Warm
986,2025-05-21 11:26:42.353728,31.3,75.7,0.41,30.48,1.4179,Slightly Warm
987,2025-05-21 11:27:12.044055,31.3,75.7,0.41,30.39,1.4179,Slightly Warm
988,2025-05-21 11:27:42.199571,31.3,75.6,0.41,30.48,1.4179,Slightly Warm
989,2025-05-21 11:28:12.258476,31.3,76.0,0.4,30.48,1.4285,Slightly Warm
990,2025-05-21 11:28:42.41929,31.3,76.1,0.41,30.39,1.4238,Slightly Warm
991,2025-05-21 11:29:12.301422,31.3,76.3,0.42,30.48,1.421,Slightly Warm
992,2025-05-21 11:29:43.804659,31.4,76.2,0.42,30.43,1.4599,Slightly Warm
993,2025-05-21 11:30:12.273474,31.4,76.4,0.42,30.43,1.4599,Slightly Warm
994,2025-05-21 11:30:42.375518,31.4,76.3,0.42,30.43,1.4599,Slightly Warm
995,2025-05-21 11:31:13.100711,31.4,76.3,0.42,30.43,1.4599,Slightly Warm
996,2025-05-21 11:31:42.596875,31.4,76.7,0.43,30.43,1.4665,Slightly Warm
997,2025-05-21 11:32:12.922091,31.4,76.4,0.46,30.41,1.4494,Slightly Warm
998,2025-05-21 11:32:45.687174,31.4,76.8,0.47,30.41,1.4505,Slightly Warm
999,2025-05-21 11:33:13.115113,31.4,76.9,0.47,30.41,1.4505,Slightly Warm
1000,2025-05-21 11:33:44.416499,31.4,76.5,0.46,30.41,1.4494,Slightly Warm
1001,2025-05-21 11:34:25.610784,31.4,76.3,0.44,30.51,1.4503,Slightly Warm
1002,2025-05-21 11:34:46.273181,31.4,76.5,0.44,30.42,1.4503,Slightly Warm
1003,2025-05-21 11:35:13.544915,31.4,76.6,0.44,30.51,1.4503,Slightly Warm
1004,2025-05-21 11:35:43.402352,31.4,76.5,0.45,30.51,1.472,Slightly Warm
1005,2025-05-21 11:36:13.922479,31.4,76.7,0.48,30.5,1.458,Slightly Warm
1006,2025-05-21 11:36:43.839147,31.4,77.0,0.47,30.5,1.4505,Slightly Warm
1007,2025-05-21 11:37:14.23508,31.4,77.0,0.43,30.52,1.4665,Slightly Warm
1008,2025-05-21 11:37:46.748925,31.4,76.4,0.43,30.52,1.4665,Slightly Warm
1009,2025-05-21 11:38:14.146553,31.4,76.4,0.42,30.52,1.4599,Slightly Warm
1010,2025-05-21 11:38:44.311639,31.4,76.8,0.43,30.52,1.4665,Slightly Warm
1011,2025-05-21 11:39:14.150331,31.5,77.1,0.45,30.46,1.4745,Slightly Warm
1012,2025-05-21 11:39:44.475202,31.4,76.8,0.45,30.51,1.472,Slightly Warm
1013,2025-05-21 11:40:14.58923,31.4,76.7,0.45,30.61,1.472,Slightly Warm
1014,2025-05-21 11:40:50.883983,31.4,76.5,0.45,30.61,1.472,Slightly Warm
1015,2025-05-21 11:41:14.600799,31.4,76.4,0.43,30.61,1.4665,Slightly Warm
1016,2025-05-21 11:41:44.916001,31.4,76.2,0.42,30.61,1.4599,Slightly Warm
1017,2025-05-21 11:42:14.998645,31.4,76.2,0.43,30.61,1.4665,Slightly Warm
1018,2025-05-21 11:42:44.896116,31.4,76.3,0.42,30.61,1.4599,Slightly Warm
1019,2025-05-21 11:43:15.199688,31.4,76.8,0.43,30.61,1.4665,Slightly Warm
1020,2025-05-21 11:43:45.130449,31.4,76.3,0.44,30.61,1.4503,Slightly Warm
1021,2025-05-21 11:44:15.2167,31.4,76.0,0.44,30.61,1.4441,Slightly Warm
1022,2025-05-21 11:44:45.332073,31.4,76.2,0.45,30.61,1.472,Slightly Warm
1023,2025-05-21 11:45:15.647652,31.4,76.4,0.45,30.61,1.472,Slightly Warm
1024,2025-05-21 11:45:45.546992,31.4,76.4,0.48,30.69,1.4865,Slightly Warm
1025,2025-05-21 11:46:15.86392,31.4,76.2,0.49,30.59,1.3915,Slightly Warm
1026,2025-05-21 11:46:45.755719,31.4,76.7,0.5,30.59,1.391,Slightly Warm
1027,2025-05-21 11:47:16.076811,31.5,76.5,0.52,30.53,1.4104,Slightly Warm
1028,2025-05-21 11:47:45.871929,31.5,76.8,0.53,30.62,1.3975,Slightly Warm
1029,2025-05-21 11:48:16.049408,31.4,76.5,0.56,30.67,1.4516,Slightly Warm
1030,2025-05-21 11:48:45.967002,31.5,76.7,0.56,30.61,1.3974,Slightly Warm
1031,2025-05-21 11:49:16.101227,31.4,77.2,0.56,30.67,1.4516,Slightly Warm
1032,2025-05-21 11:49:46.36006,31.4,76.6,0.56,30.57,1.3944,Slightly Warm
1033,2025-05-21 11:50:16.500658,31.4,76.7,0.57,30.66,1.3859,Slightly Warm
1034,2025-05-21 11:50:56.656646,31.4,76.5,0.54,30.68,1.4549,Slightly Warm
1035,2025-05-21 11:51:16.506923,31.4,76.6,0.53,30.58,1.3945,Slightly Warm
1036,2025-05-21 11:52:07.699525,31.4,76.5,0.53,30.58,1.3945,Slightly Warm
1037,2025-05-21 11:52:16.739799,31.4,76.4,0.52,30.58,1.4068,Slightly Warm
1038,2025-05-21 11:52:46.787223,31.4,76.4,0.55,30.57,1.3901,Slightly Warm
1039,2025-05-21 11:53:16.922104,31.4,76.2,0.54,30.57,1.3926,Slightly Warm
1040,2025-05-21 11:53:47.824431,31.4,76.9,0.55,30.57,1.3901,Slightly Warm
1041,2025-05-21 11:54:17.143896,31.5,77.3,0.54,30.52,1.3956,Slightly Warm
1042,2025-05-21 11:54:46.804692,31.4,77.1,0.53,30.58,1.3945,Slightly Warm
1043,2025-05-21 11:55:17.375571,31.4,76.5,0.52,30.58,1.4068,Slightly Warm
1044,2025-05-21 11:55:47.68052,31.4,76.4,0.53,30.58,1.3945,Slightly Warm
1045,2025-05-21 11:56:17.538516,31.5,76.5,0.53,30.52,1.3975,Slightly Warm
1046,2025-05-21 11:56:47.448732,31.4,76.6,0.55,30.57,1.3901,Slightly Warm
1047,2025-05-21 11:57:17.781417,31.4,76.4,0.54,30.58,1.3926,Slightly Warm
1048,2025-05-21 11:57:47.47185,31.4,76.5,0.5,30.59,1.391,Slightly Warm
1049,2025-05-21 11:58:17.963944,31.4,76.6,0.49,30.59,1.3915,Slightly Warm
1050,2025-05-21 11:58:47.897269,31.4,76.7,0.47,30.6,1.4505,Slightly Warm
1051,2025-05-21 11:59:18.20046,31.5,76.8,0.49,30.54,1.3944,Slightly Warm
1052,2025-05-21 11:59:48.090487,31.5,76.4,0.49,30.54,1.3944,Slightly Warm
1053,2025-05-21 12:00:18.67708,31.4,76.6,0.5,30.59,1.391,Slightly Warm
1054,2025-05-21 12:00:48.31159,31.4,76.9,0.5,30.59,1.391,Slightly Warm
1055,2025-05-21 12:01:18.407908,31.4,76.6,0.5,30.59,1.391,Slightly Warm
1056,2025-05-21 12:01:48.313461,31.4,76.5,0.49,30.59,1.3915,Slightly Warm
1057,2025-05-21 12:02:18.630757,31.4,76.3,0.5,30.59,1.391,Slightly Warm
1058,2025-05-21 12:02:53.650079,31.4,76.5,0.49,30.59,1.3915,Slightly Warm
1059,2025-05-21 12:03:18.83587,31.4,76.6,0.5,30.59,1.391,Slightly Warm
1060,2025-05-21 12:03:48.751584,31.4,77.0,0.49,30.59,1.3915,Slightly Warm
1061,2025-05-21 12:04:19.049836,31.5,77.1,0.5,30.53,1.3948,Slightly Warm
1062,2025-05-21 12:04:49.179882,31.5,77.0,0.5,30.53,1.3948,Slightly Warm
1063,2025-05-21 12:05:19.275598,31.5,76.2,0.51,30.63,1.4124,Slightly Warm
1064,2025-05-21 12:05:49.564736,31.5,76.5,0.52,30.53,1.4104,Slightly Warm
1065,2025-05-21 12:06:19.495922,31.5,76.8,0.52,30.62,1.4104,Slightly Warm
1066,2025-05-21 12:06:49.378757,31.5,77.0,0.52,30.62,1.4104,Slightly Warm
1067,2025-05-21 12:07:19.673712,31.5,76.7,0.54,30.62,1.3956,Slightly Warm
1068,2025-05-21 12:07:49.59231,31.5,76.7,0.56,30.61,1.3974,Slightly Warm
1069,2025-05-21 12:08:19.89807,31.5,76.7,0.57,30.61,1.3889,Slightly Warm
1070,2025-05-21 12:08:49.774315,31.5,76.6,0.56,30.61,1.3974,Slightly Warm
1071,2025-05-21 12:09:20.308646,31.5,76.4,0.54,30.62,1.3956,Slightly Warm
1072,2025-05-21 12:09:50.035013,31.5,76.2,0.53,30.62,1.3975,Slightly Warm
1073,2025-05-21 12:10:20.334033,31.5,76.1,0.53,30.62,1.3975,Slightly Warm
1074,2025-05-21 12:10:50.190697,31.5,75.9,0.54,30.62,1.3915,Slightly Warm
1075,2025-05-21 12:11:20.517665,31.5,76.2,0.54,30.62,1.3956,Slightly Warm
1076,2025-05-21 12:11:50.618844,31.5,76.1,0.53,30.62,1.3975,Slightly Warm
1077,2025-05-21 12:12:20.71739,31.5,76.3,0.51,30.63,1.4124,Slightly Warm
1078,2025-05-21 12:12:50.651101,31.5,76.2,0.48,30.64,1.4618,Slightly Warm
1079,2025-05-21 12:13:20.983253,31.5,75.7,0.46,30.74,1.4797,Slightly Warm
1080,2025-05-21 12:13:51.88285,31.5,75.8,0.45,30.74,1.4996,Slightly Warm
1081,2025-05-21 12:14:22.333837,31.5,75.7,0.45,30.74,1.4996,Slightly Warm
1082,2025-05-21 12:14:51.040546,31.5,75.7,0.45,30.74,1.4996,Slightly Warm
1083,2025-05-21 12:15:21.343431,31.5,75.6,0.46,30.74,1.4797,Slightly Warm
1084,2025-05-21 12:15:52.089554,31.5,75.9,0.44,30.65,1.4474,Slightly Warm
1085,2025-05-21 12:16:21.37212,31.5,75.9,0.45,30.74,1.4996,Slightly Warm
1086,2025-05-21 12:16:51.040725,31.5,76.0,0.46,30.64,1.4471,Slightly Warm
1087,2025-05-21 12:17:21.369756,31.5,75.8,0.48,30.73,1.4839,Slightly Warm
1088,2025-05-21 12:17:51.301359,31.5,75.8,0.48,30.64,1.456,Slightly Warm
1089,2025-05-21 12:18:21.56489,31.5,76.0,0.49,30.73,1.4511,Slightly Warm
1090,2025-05-21 12:18:51.505635,31.5,75.9,0.5,30.63,1.3896,Slightly Warm
1091,2025-05-21 12:19:51.694733,31.5,76.2,0.53,30.72,1.4599,Slightly Warm
1092,2025-05-21 12:20:22.240742,31.5,75.9,0.56,30.71,1.4487,Slightly Warm
1093,2025-05-21 12:20:52.332565,31.5,75.9,0.57,30.71,1.4422,Slightly Warm
1094,2025-05-21 12:21:22.24977,31.5,75.8,0.59,30.7,1.4125,Slightly Warm
1095,2025-05-21 12:21:52.351876,31.5,75.8,0.61,30.59,1.3858,Slightly Warm
1096,2025-05-21 12:22:22.619856,31.5,76.0,0.62,30.59,1.3823,Slightly Warm
1097,2025-05-21 12:22:52.349589,31.5,76.0,0.64,30.68,1.4133,Slightly Warm
1098,2025-05-21 12:23:22.974326,31.5,75.7,0.65,30.68,1.4227,Slightly Warm
1099,2025-05-21 12:23:53.978663,31.5,75.7,0.68,30.57,1.291,Slightly Warm
1100,2025-05-21 12:24:22.898396,31.5,75.8,0.7,30.56,1.2924,Slightly Warm
1101,2025-05-21 12:24:52.984141,31.5,76.0,0.71,30.56,1.29,Slightly Warm
1102,2025-05-21 12:25:23.088301,31.5,75.8,0.72,30.66,1.2909,Slightly Warm
1103,2025-05-21 12:25:56.244615,31.5,75.9,0.73,30.66,1.2906,Slightly Warm
1104,2025-05-21 12:26:23.494206,31.5,75.9,0.74,30.66,1.2733,Slightly Warm
1105,2025-05-21 12:26:53.978233,31.5,75.7,0.72,30.66,1.2909,Slightly Warm
1106,2025-05-21 12:27:23.548586,31.5,75.7,0.72,30.66,1.2909,Slightly Warm
1107,2025-05-21 12:27:56.037115,31.5,76.0,0.73,30.55,1.2906,Slightly Warm
1108,2025-05-21 12:28:24.952368,31.5,75.6,0.75,30.65,1.2724,Slightly Warm
1109,2025-05-21 12:28:53.57727,31.5,75.7,0.76,30.65,1.2539,Slightly Warm
1110,2025-05-21 12:29:23.479916,31.5,75.9,0.76,30.65,1.2539,Slightly Warm
1111,2025-05-21 12:29:54.318041,31.5,76.2,0.75,30.55,1.2776,Slightly Warm
1112,2025-05-21 12:30:23.935627,31.5,76.0,0.75,30.55,1.2724,Slightly Warm
1113,2025-05-21 12:30:54.193502,31.5,75.9,0.73,30.66,1.2906,Slightly Warm
1114,2025-05-21 12:31:23.910678,31.5,76.0,0.72,30.66,1.2909,Slightly Warm
1115,2025-05-21 12:31:54.501408,31.5,75.9,0.72,30.66,1.2909,Slightly Warm
1116,2025-05-21 12:32:24.142601,31.5,75.7,0.7,30.67,1.326,Slightly Warm
1117,2025-05-21 12:32:54.645708,31.5,75.2,0.68,30.67,1.3036,Slightly Warm
1118,2025-05-21 12:33:24.855431,31.5,75.2,0.69,30.67,1.3036,Slightly Warm
1119,2025-05-21 12:33:54.462477,31.5,75.2,0.66,30.68,1.3731,Slightly Warm
1120,2025-05-21 12:34:24.949376,31.5,75.5,0.66,30.68,1.3941,Slightly Warm
1121,2025-05-21 12:34:54.922223,31.5,75.6,0.65,30.68,1.4227,Slightly Warm
1122,2025-05-21 12:35:24.947445,31.5,75.2,0.63,30.69,1.3929,Slightly Warm
1123,2025-05-21 12:35:54.899897,31.5,75.2,0.62,30.69,1.3986,Slightly Warm
1124,2025-05-21 12:36:25.429287,31.5,75.2,0.61,30.7,1.4027,Slightly Warm
1125,2025-05-21 12:36:55.068101,31.4,75.1,0.6,30.76,1.3966,Slightly Warm
1126,2025-05-21 12:37:25.38592,31.5,75.2,0.6,30.7,1.4,Slightly Warm
1127,2025-05-21 12:37:56.018363,31.5,75.2,0.61,30.59,1.3668,Slightly Warm
1128,2025-05-21 12:38:25.58821,31.5,75.0,0.59,30.6,1.3626,Slightly Warm
1129,2025-05-21 12:38:55.699016,31.5,75.0,0.6,30.7,1.4,Slightly Warm
1130,2025-05-21 12:39:25.82299,31.5,75.1,0.59,30.6,1.3626,Slightly Warm
1131,2025-05-21 12:39:55.744651,31.5,75.1,0.58,30.6,1.3621,Slightly Warm
1132,2025-05-21 12:40:26.027632,31.5,75.0,0.58,30.6,1.3621,Slightly Warm
1133,2025-05-21 12:40:55.951817,31.5,75.0,0.59,30.6,1.3626,Slightly Warm
1134,2025-05-21 12:41:27.244882,31.5,75.2,0.61,30.59,1.3668,Slightly Warm
1135,2025-05-21 12:41:56.136381,31.5,75.2,0.62,30.69,1.3986,Slightly Warm
